CBSA,MNAME,RailBus,Year,UPT,VRM,UPT_ADJ,VRM_ADJ,VRH_ADJ,FARE_TOTAL,FARE_per_UPT,AREALANDPT,UAPOP,UAAREALAND,MAREALAND,UAPOPPCT
10580.0,"Albany-Schenectady-Troy, NY Metro Area",DemandResponse,2017,321948.0,2846798.0,321948.0,2846798.0,164989.0,685618.0,inf,765942841.0,594962.0,765942841.0,7281892392.0,58.085
10580.0,"Albany-Schenectady-Troy, NY Metro Area",DemandResponse,2018,340622.0,2982032.0,340622.0,2982032.0,167621.0,538939.0,inf,765942841.0,594962.0,765942841.0,7281892392.0,58.085
10580.0,"Albany-Schenectady-Troy, NY Metro Area",Other,2005,37051.0,40978.0,5991.1467,6626.142600000001,0.0,0.0,,17863381.0,65443.0,107616708.0,7281892392.0,16.17
10580.0,"Albany-Schenectady-Troy, NY Metro Area",Other,2006,0.0,0.0,0.0,0.0,0.0,0.0,,17863381.0,65443.0,107616708.0,7281892392.0,16.17
10580.0,"Albany-Schenectady-Troy, NY Metro Area",Other,2007,0.0,0.0,0.0,0.0,0.0,0.0,,17863381.0,65443.0,107616708.0,7281892392.0,16.17
10580.0,"Albany-Schenectady-Troy, NY Metro Area",Other,2008,0.0,0.0,0.0,0.0,0.0,0.0,,17863381.0,65443.0,107616708.0,7281892392.0,16.17
10580.0,"Albany-Schenectady-Troy, NY Metro Area",Other,2009,0.0,0.0,0.0,0.0,0.0,0.0,,17863381.0,65443.0,107616708.0,7281892392.0,16.17
10580.0,"Albany-Schenectady-Troy, NY Metro Area",Other,2010,0.0,0.0,0.0,0.0,0.0,0.0,,17863381.0,65443.0,107616708.0,7281892392.0,16.17
10580.0,"Albany-Schenectady-Troy, NY Metro Area",Other,2011,0.0,0.0,0.0,0.0,0.0,0.0,,17863381.0,65443.0,107616708.0,7281892392.0,16.17
10580.0,"Albany-Schenectady-Troy, NY Metro Area",Other,2012,0.0,0.0,0.0,0.0,0.0,0.0,,17863381.0,65443.0,107616708.0,7281892392.0,16.17
10580.0,"Albany-Schenectady-Troy, NY Metro Area",Other,2013,0.0,0.0,0.0,0.0,0.0,0.0,,17863381.0,65443.0,107616708.0,7281892392.0,16.17
10580.0,"Albany-Schenectady-Troy, NY Metro Area",Other,2014,0.0,0.0,0.0,0.0,0.0,0.0,,17863381.0,65443.0,107616708.0,7281892392.0,16.17
10580.0,"Albany-Schenectady-Troy, NY Metro Area",Other,2015,0.0,0.0,0.0,0.0,0.0,0.0,,17863381.0,65443.0,107616708.0,7281892392.0,16.17
10580.0,"Albany-Schenectady-Troy, NY Metro Area",Other,2016,0.0,0.0,0.0,0.0,0.0,0.0,,17863381.0,65443.0,107616708.0,7281892392.0,16.17
10580.0,"Albany-Schenectady-Troy, NY Metro Area",Other,2017,0.0,0.0,0.0,0.0,0.0,0.0,,17863381.0,65443.0,107616708.0,7281892392.0,16.17
10580.0,"Albany-Schenectady-Troy, NY Metro Area",Other,2018,0.0,0.0,0.0,0.0,0.0,0.0,,17863381.0,65443.0,107616708.0,7281892392.0,16.17
10740.0,"Albuquerque, NM Metro Area",Bus,2005,7758914.0,4782626.0,7758914.0,4782626.0,287189.0,3024632.0,0.3898267205951761,648969769.0,741318.0,648969769.0,24041559464.0,100.0
10740.0,"Albuquerque, NM Metro Area",Bus,2006,9072409.0,4634851.0,9072409.0,4634851.0,282951.0,3499539.0,0.38573426308271597,648969769.0,741318.0,648969769.0,24041559464.0,100.0
10740.0,"Albuquerque, NM Metro Area",Bus,2007,9791599.0,4901212.0,9791599.0,4901212.0,302922.0,3766172.0,0.38463298997436474,648969769.0,741318.0,648969769.0,24041559464.0,100.0
10740.0,"Albuquerque, NM Metro Area",Bus,2008,10942102.0,5041793.0,10942102.0,5041793.0,312621.0,3645357.0,0.333149608731485,648969769.0,741318.0,648969769.0,24041559464.0,100.0
10740.0,"Albuquerque, NM Metro Area",Bus,2009,10639235.0,5144295.0,10639235.0,5144295.0,316912.0,4294880.0,0.4036831595504752,648969769.0,741318.0,648969769.0,24041559464.0,100.0
10740.0,"Albuquerque, NM Metro Area",Bus,2010,11527241.0,5102876.0,11527241.0,5102876.0,377604.0,3460174.0,0.3001736495315748,648969769.0,741318.0,648969769.0,24041559464.0,100.0
10740.0,"Albuquerque, NM Metro Area",Bus,2011,12375668.0,5329846.0,12375668.0,5329846.0,392829.0,4029381.0,0.3255889702277081,648969769.0,741318.0,648969769.0,24041559464.0,100.0
10740.0,"Albuquerque, NM Metro Area",Bus,2012,13029416.0,5428339.0,13029416.0,5428339.0,396364.0,4212025.0,0.32327043667958716,648969769.0,741318.0,648969769.0,24041559464.0,100.0
10740.0,"Albuquerque, NM Metro Area",Bus,2013,13037741.0,5732072.0,13037741.0,5732072.0,414531.0,4222610.0,0.32387589230373576,648969769.0,741318.0,648969769.0,24041559464.0,100.0
10740.0,"Albuquerque, NM Metro Area",Bus,2014,12960527.0,5730469.0,12960527.0,5730469.0,414859.0,4046527.0,0.3122193256493351,648969769.0,741318.0,648969769.0,24041559464.0,100.0
10740.0,"Albuquerque, NM Metro Area",Bus,2015,11866102.0,5780422.0,11866102.0,5780422.0,418161.0,3797960.0,0.3200680391926515,648969769.0,741318.0,648969769.0,24041559464.0,100.0
10740.0,"Albuquerque, NM Metro Area",Bus,2016,10968033.0,5779759.0,10968033.0,5779759.0,417453.0,3743024.0,0.34126666103211034,648969769.0,741318.0,648969769.0,24041559464.0,100.0
10740.0,"Albuquerque, NM Metro Area",Bus,2017,9744600.0,5684500.0,9744600.0,5684500.0,417979.0,3254264.0,0.3339556267060731,648969769.0,741318.0,648969769.0,24041559464.0,100.0
10740.0,"Albuquerque, NM Metro Area",Bus,2018,9638741.0,5697345.0,9638741.0,5697345.0,418795.0,2873960.0,0.29816757188516635,648969769.0,741318.0,648969769.0,24041559464.0,100.0
10740.0,"Albuquerque, NM Metro Area",DemandResponse,2005,174394.0,1707821.0,174394.0,1707821.0,95773.0,330744.0,1.8965331376079453,648969769.0,741318.0,648969769.0,24041559464.0,100.0
10740.0,"Albuquerque, NM Metro Area",DemandResponse,2006,188558.0,1773214.0,188558.0,1773214.0,99690.0,335676.0,1.7802267737247957,648969769.0,741318.0,648969769.0,24041559464.0,100.0
