UA,UANAME,CBSA,MNAME,UAPOP,MPOP,metro_micro
42400,"Jacksonville, NC Urbanized Area",27340,"Jacksonville, NC Metro Area",105419,177772,FALSE
42346,"Jacksonville, FL Urbanized Area",27260,"Jacksonville, FL Metro Area",1065219,1345596,FALSE
42265,"Jackson, TN Urbanized Area",27180,"Jackson, TN Metro Area",71880,115425,FALSE
42211,"Jackson, MS Urbanized Area",27140,"Jackson, MS Metro Area",351478,539057,FALSE
42157,"Jackson, MI Urbanized Area",27100,"Jackson, MI Metro Area",90057,160248,FALSE
42076,"Jackson, GA Urban Cluster",12060,"Atlanta-Sandy Springs-Marietta, GA Metro Area",5218,5268860,FALSE
41914,"Ithaca, NY Urbanized Area",27060,"Ithaca, NY Metro Area",53661,101564,FALSE
41644,"Iowa Park, TX Urban Cluster",48660,"Wichita Falls, TX Metro Area",6285,151306,FALSE
41590,"Iowa City, IA Urbanized Area",26980,"Iowa City, IA Metro Area",106621,152586,FALSE
41536,"Ionia, MI Urban Cluster",24340,"Grand Rapids-Wyoming, MI Metro Area",14409,774160,FALSE
41360,"Ingleside--Aransas Pass, TX Urban Cluster",18580,"Corpus Christi, TX Metro Area",16522,428185,FALSE
41347,"Indio--Cathedral City, CA Urbanized Area",40140,"Riverside-San Bernardino-Ontario, CA Metro Area",345580,4224851,FALSE
41320,"Indiantown, FL Urban Cluster",38940,"Port St. Lucie, FL Metro Area",6503,424107,FALSE
41293,"Indianola, WA Urban Cluster",14740,"Bremerton-Silverdale, WA Metro Area",7938,251133,FALSE
41239,"Indianola, IA Urban Cluster",19780,"Des Moines-West Des Moines, IA Metro Area",14281,569633,FALSE
41077,"Immokalee, FL Urban Cluster",34940,"Naples-Marco Island, FL Metro Area",23160,321520,FALSE
41050,"Imlay City, MI Urban Cluster",19820,"Detroit-Warren-Livonia, MI Metro Area",3792,4296250,FALSE
41023,"Ilion--Herkimer, NY Urban Cluster",46540,"Utica-Rome, NY Metro Area",24792,299397,FALSE
40996,"Idaho Falls, ID Urbanized Area",26820,"Idaho Falls, ID Metro Area",90733,130374,FALSE
40955,"Huxley, IA Urban Cluster",11180,"Ames, IA Metro Area",4094,89542,FALSE
40888,"Hurricane, UT Urban Cluster",41100,"St. George, UT Metro Area",16336,138115,FALSE
40834,"Huron, CA Urban Cluster",23420,"Fresno, CA Metro Area",6754,930450,FALSE
40780,"Huntsville, AL Urbanized Area",26620,"Huntsville, AL Metro Area",286692,417593,FALSE
40547,"Hudson, WI--MN Urban Cluster",33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",22395,3279833,FALSE
40429,"Houston, TX Urbanized Area",26420,"Houston-Sugar Land-Baytown, TX Metro Area",4944332,5946800,FALSE
40078,"Hopkinsville, KY Urban Cluster",17300,"Clarksville, TN-KY Metro Area",32491,273949,FALSE
39997,"Hoosick Falls, NY Urban Cluster",10580,"Albany-Schenectady-Troy, NY Metro Area",3592,870716,FALSE
39970,"Hoopeston, IL Urban Cluster",19180,"Danville, IL Metro Area",5116,81625,FALSE
39943,"Hooks, TX Urban Cluster",45500,"Texarkana, TX-Texarkana, AR Metro Area",2977,136027,FALSE
39821,"Honeoye Falls, NY Urban Cluster",40380,"Rochester, NY Metro Area",5270,1054323,FALSE
39781,"Hondo, TX Urban Cluster",41700,"San Antonio-New Braunfels, TX Metro Area",6427,2142508,FALSE
39727,"Hominy, OK Urban Cluster",46140,"Tulsa, OK Metro Area",3493,937478,FALSE
39712,"Homesteads Addition, TX Urban Cluster",19100,"Dallas-Fort Worth-Arlington, TX Metro Area",6372,6371773,FALSE
39646,"Homedale, ID Urban Cluster",14260,"Boise City-Nampa, ID Metro Area",2731,616561,FALSE
39619,"Holtville, CA Urban Cluster",20940,"El Centro, CA Metro Area",6876,174528,FALSE
39592,"Holton, KS Urban Cluster",45820,"Topeka, KS Metro Area",3245,233870,FALSE
39538,"Holly, MI Urban Cluster",19820,"Detroit-Warren-Livonia, MI Metro Area",8229,4296250,FALSE
39565,"Holly Springs, MS Urban Cluster",32820,"Memphis, TN-MS-AR Metro Area",6160,1316100,FALSE
39511,"Hollister, CA Urban Cluster",41940,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",42002,1836911,FALSE
39416,"Holiday Shores, IL Urban Cluster",41180,"St. Louis, MO-IL Metro Area",2804,2812896,FALSE
39349,"Holden Beach, NC Urban Cluster",48900,"Wilmington, NC Metro Area",3136,362315,FALSE
39241,"Hodgenville, KY Urban Cluster",21060,"Elizabethtown, KY Metro Area",3413,119736,FALSE
39133,"Hinesville, GA Urbanized Area",25980,"Hinesville-Fort Stewart, GA Metro Area",51456,77917,FALSE
39025,"Hilmar-Irwin, CA Urban Cluster",32900,"Merced, CA Metro Area",4852,255793,FALSE
38971,"Hillsborough, NH Urban Cluster",31700,"Manchester-Nashua, NH Metro Area",3884,400721,FALSE
38903,"Hillsboro, MO Urban Cluster",41180,"St. Louis, MO-IL Metro Area",2674,2812896,FALSE
38755,"Highland, IL Urban Cluster",41180,"St. Louis, MO-IL Metro Area",11525,2812896,FALSE
38794,"Highland Oaks, TX Urban Cluster",41700,"San Antonio-New Braunfels, TX Metro Area",2855,2142508,FALSE
38823,"High Springs, FL Urban Cluster",23540,"Gainesville, FL Metro Area",3022,264275,FALSE
38728,"Higginsville, MO Urban Cluster",28140,"Kansas City, MO-KS Metro Area",4621,2035334,FALSE
38647,"Hickory, NC Urbanized Area",25860,"Hickory-Lenoir-Morganton, NC Metro Area",212195,365497,FALSE
38620,"Hibbing, MN Urban Cluster",20260,"Duluth, MN-WI Metro Area",11616,279771,FALSE
38580,"Heyworth, IL Urban Cluster",14060,"Bloomington-Normal, IL Metro Area",3016,169572,FALSE
38566,"Hesston, KS Urban Cluster",48620,"Wichita, KS Metro Area",3306,623061,FALSE
38445,"Heritage Lake, IN Urban Cluster",26900,"Indianapolis-Carmel, IN Metro Area",2737,1756241,FALSE
38404,"Henryetta, OK Urban Cluster",46140,"Tulsa, OK Metro Area",6562,937478,FALSE
38350,"Henrietta, TX Urban Cluster",48660,"Wichita Falls, TX Metro Area",2731,151306,FALSE
38323,"Henderson, TX Urban Cluster",30980,"Longview, TX Metro Area",15187,214369,FALSE
38296,"Henderson, TN Urban Cluster",27180,"Jackson, TN Metro Area",6027,115425,FALSE
38242,"Hempstead, TX Urban Cluster",26420,"Houston-Sugar Land-Baytown, TX Metro Area",5600,5946800,FALSE
38215,"Hemet, CA Urbanized Area",40140,"Riverside-San Bernardino-Ontario, CA Metro Area",163379,4224851,FALSE
38134,"Hebron, IN Urban Cluster",16980,"Chicago-Joliet-Naperville, IL-IN-WI Metro Area",3535,9461105,FALSE
37999,"Heavener, OK Urban Cluster",22900,"Fort Smith, AR-OK Metro Area",3760,298592,FALSE
37972,"Hearne, TX Urban Cluster",17780,"College Station-Bryan, TX Metro Area",4346,228660,FALSE
37959,"Headland, AL Urban Cluster",20020,"Dothan, AL Metro Area",3240,145639,FALSE
37918,"Hazlehurst, MS Urban Cluster",27140,"Jackson, MS Metro Area",4868,539057,FALSE
37864,"Hazel Green, AL Urban Cluster",26620,"Huntsville, AL Metro Area",3207,417593,FALSE
37621,"Havana, FL Urban Cluster",45220,"Tallahassee, FL Metro Area",2771,367413,FALSE
37594,"Hattiesburg, MS Urbanized Area",25620,"Hattiesburg, MS Metro Area",80358,142842,FALSE
37540,"Hastings, MN Urban Cluster",33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",22328,3279833,FALSE
37513,"Hastings, MI Urban Cluster",24340,"Grand Rapids-Wyoming, MI Metro Area",7713,774160,FALSE
37459,"Harvard, IL Urban Cluster",16980,"Chicago-Joliet-Naperville, IL-IN-WI Metro Area",9940,9461105,FALSE
37405,"Hartsville, SC Urban Cluster",22500,"Florence, SC Metro Area",15125,205566,FALSE
37189,"Harrisonville, MO Urban Cluster",28140,"Kansas City, MO-KS Metro Area",9358,2035334,FALSE
37162,"Harrisonburg, VA Urbanized Area",25500,"Harrisonburg, VA Metro Area",66784,125228,FALSE
37145,"Harrison, OH--IN Urban Cluster",17140,"Cincinnati-Middletown, OH-KY-IN Metro Area",12910,2130151,FALSE
37091,"Harrisburg, SD Urban Cluster",43620,"Sioux Falls, SD Metro Area",3071,228261,FALSE
36973,"Harrington, DE Urban Cluster",20100,"Dover, DE Metro Area",4448,162310,FALSE
36919,"Harrah, OK Urban Cluster",36420,"Oklahoma City, OK Metro Area",3904,1252987,FALSE
36878,"Harlem, GA Urban Cluster",12260,"Augusta-Richmond County, GA-SC Metro Area",2705,556877,FALSE
36823,"Hardyston Township West, NJ Urban Cluster",35620,"New York-Northern New Jersey-Long Island, NY-NJ-PA Metro Area",2550,18897109,FALSE
36703,"Hanford, CA Urbanized Area",25260,"Hanford-Corcoran, CA Metro Area",87941,152982,FALSE
36585,"Hampstead, NC Urban Cluster",48900,"Wilmington, NC Metro Area",10716,362315,FALSE
36568,"Hampshire, IL Urban Cluster",16980,"Chicago-Joliet-Naperville, IL-IN-WI Metro Area",4619,9461105,FALSE
36433,"Hamilton, NY Urban Cluster",45060,"Syracuse, NY Metro Area",4427,662577,FALSE
36271,"Half Moon Bay, CA Urban Cluster",41860,"San Francisco-Oakland-Fremont, CA Metro Area",20713,4335391,FALSE
36231,"Haleiwa--Waialua--Pupukea, HI Urban Cluster",26180,"Honolulu, HI Metro Area",13770,953207,FALSE
36082,"Guthrie, OK Urban Cluster",36420,"Oklahoma City, OK Metro Area",8191,1252987,FALSE
36055,"Gustine, CA Urban Cluster",32900,"Merced, CA Metro Area",5521,255793,FALSE
35893,"Guerneville, CA Urban Cluster",42220,"Santa Rosa-Petaluma, CA Metro Area",4805,483878,FALSE
35839,"Guadalupe, CA Urban Cluster",42060,"Santa Barbara-Santa Maria-Goleta, CA Metro Area",7080,423895,FALSE
35677,"Gridley, CA Urban Cluster",17020,"Chico, CA Metro Area",8393,220000,FALSE
35542,"Greenwood, AR Urban Cluster",22900,"Fort Smith, AR-OK Metro Area",8619,298592,FALSE
35515,"Greenwich, NY Urban Cluster",24020,"Glens Falls, NY Metro Area",2551,128923,FALSE
35488,"Greenville, TX Urban Cluster",19100,"Dallas-Fort Worth-Arlington, TX Metro Area",23283,6371773,FALSE
35434,"Greenville, PA Urban Cluster",49660,"Youngstown-Warren-Boardman, OH-PA Metro Area",10771,565773,FALSE
35380,"Greenville, NC Urbanized Area",24780,"Greenville, NC Metro Area",117798,189510,FALSE
35299,"Greenville, IL Urban Cluster",41180,"St. Louis, MO-IL Metro Area",6976,2812896,FALSE
35218,"Greentown, IN Urban Cluster",29020,"Kokomo, IN Metro Area",3219,98688,FALSE
35164,"Greensboro, NC Urbanized Area",24660,"Greensboro-High Point, NC Metro Area",311810,723801,FALSE
34975,"Greenfield, MA Urban Cluster",44140,"Springfield, MA Metro Area",22965,692942,FALSE
34921,"Greenfield, CA Urban Cluster",41500,"Salinas, CA Metro Area",16451,415057,FALSE
34840,"Greencastle, IN Urban Cluster",26900,"Indianapolis-Carmel, IN Metro Area",10625,1756241,FALSE
34826,"Greenbrier, AR Urban Cluster",30780,"Little Rock-North Little Rock-Conway, AR Metro Area",4069,699757,FALSE
34813,"Green Bay, WI Urbanized Area",24580,"Green Bay, WI Metro Area",206520,306241,FALSE
34786,"Greeley, CO Urbanized Area",24540,"Greeley, CO Metro Area",117825,252825,FALSE
34759,"Great Falls, MT Urbanized Area",24500,"Great Falls, MT Metro Area",65207,81327,FALSE
34678,"Great Barrington, MA Urban Cluster",38340,"Pittsfield, MA Metro Area",4571,131219,FALSE
34613,"Gray, GA Urban Cluster",31420,"Macon, GA Metro Area",4566,232293,FALSE
34554,"Grantville, GA Urban Cluster",12060,"Atlanta-Sandy Springs-Marietta, GA Metro Area",2571,5268860,FALSE
34543,"Grantsville, UT Urban Cluster",41620,"Salt Lake City, UT Metro Area",6673,1124197,FALSE
34470,"Granite Falls, WA Urban Cluster",42660,"Seattle-Tacoma-Bellevue, WA Metro Area",6129,3439809,FALSE
34408,"Grangerland, TX Urban Cluster",26420,"Houston-Sugar Land-Baytown, TX Metro Area",5756,5946800,FALSE
34397,"Granger, WA Urban Cluster",49420,"Yakima, WA Metro Area",3048,243231,FALSE
34273,"Grand Junction, CO Urbanized Area",24300,"Grand Junction, CO Metro Area",128124,146723,FALSE
34219,"Grand Forks, ND--MN Urbanized Area",24220,"Grand Forks, ND-MN Metro Area",61270,98461,FALSE
34229,"Grand Forks AFB, ND Urban Cluster",24220,"Grand Forks, ND-MN Metro Area",2697,98461,FALSE
34192,"Grand Bay, AL Urban Cluster",33660,"Mobile, AL Metro Area",4127,412992,FALSE
33841,"Gonzales, CA Urban Cluster",41500,"Salinas, CA Metro Area",8174,415057,FALSE
33814,"Goldsboro, NC Urbanized Area",24140,"Goldsboro, NC Metro Area",61054,122623,FALSE
33798,"Golden Gate Estates, FL Urban Cluster",34940,"Naples-Marco Island, FL Metro Area",3953,321520,FALSE
33695,"Gloucester Courthouse, VA Urban Cluster",47260,"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",4177,1671683,FALSE
33635,"Glenwood, MD Urban Cluster",12580,"Baltimore-Towson, MD Metro Area",3721,2710489,FALSE
33625,"Glenwood, IA Urban Cluster",36540,"Omaha-Council Bluffs, NE-IA Metro Area",6088,865350,FALSE
33328,"Gilroy--Morgan Hill, CA Urbanized Area",41940,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",98413,1836911,FALSE
33301,"Gilmer, TX Urban Cluster",30980,"Longview, TX Metro Area",4978,214369,FALSE
33220,"Gillespie, IL Urban Cluster",41180,"St. Louis, MO-IL Metro Area",5377,2812896,FALSE
33166,"Gibson City, IL Urban Cluster",16580,"Champaign-Urbana, IL Metro Area",3615,231891,FALSE
33004,"Georgetown, OH Urban Cluster",17140,"Cincinnati-Middletown, OH-KY-IN Metro Area",3829,2130151,FALSE
32977,"Georgetown, KY Urban Cluster",30460,"Lexington-Fayette, KY Metro Area",30764,472099,FALSE
32896,"Genoa, OH Urban Cluster",45780,"Toledo, OH Metro Area",3118,651429,FALSE
32869,"Genoa, IL Urban Cluster",16980,"Chicago-Joliet-Naperville, IL-IN-WI Metro Area",6413,9461105,FALSE
32815,"Geneva, AL Urban Cluster",20020,"Dothan, AL Metro Area",2654,145639,FALSE
32788,"Geneseo, NY Urban Cluster",40380,"Rochester, NY Metro Area",8329,1054323,FALSE
32761,"Geneseo, IL Urban Cluster",19340,"Davenport-Moline-Rock Island, IA-IL Metro Area",6531,379690,FALSE
32720,"Gautier, MS Urban Cluster",37700,"Pascagoula, MS Metro Area",3957,162246,FALSE
32707,"Gatesville, TX Urban Cluster",28660,"Killeen-Temple-Fort Hood, TX Metro Area",15310,405300,FALSE
32637,"Garrettsville, OH Urban Cluster",10420,"Akron, OH Metro Area",6150,703200,FALSE
32491,"Galveston, TX Urban Cluster",26420,"Houston-Sugar Land-Baytown, TX Metro Area",44022,5946800,FALSE
32451,"Galt, CA Urban Cluster",40900,"Sacramento--Arden-Arcade--Roseville, CA Metro Area",24912,2149127,FALSE
32383,"Galliano--Larose--Cut Off, LA Urban Cluster",26380,"Houma-Bayou Cane-Thibodaux, LA Metro Area",21437,208178,FALSE
32167,"Gainesville, FL Urbanized Area",23540,"Gainesville, FL Metro Area",187781,264275,FALSE
32086,"Fulton, MO Urban Cluster",27620,"Jefferson City, MO Metro Area",12197,149807,FALSE
31978,"Frostproof, FL Urban Cluster",29460,"Lakeland-Winter Haven, FL Metro Area",7626,602095,FALSE
31924,"Front Royal, VA Urban Cluster",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",18638,5582170,FALSE
31843,"Fresno, CA Urbanized Area",23420,"Fresno, CA Metro Area",654628,930450,FALSE
31735,"Fremont, MI Urban Cluster",24340,"Grand Rapids-Wyoming, MI Metro Area",4496,774160,FALSE
31600,"Fredericksburg, VA Urbanized Area",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",141238,5582170,FALSE
31519,"Frederick, MD Urbanized Area",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",141576,5582170,FALSE
31492,"Frazier Park, CA Urban Cluster",12540,"Bakersfield-Delano, CA Metro Area",3657,839631,FALSE
31450,"Franklin--Highland Lake, NJ Urban Cluster",35620,"New York-Northern New Jersey-Long Island, NY-NJ-PA Metro Area",35436,18897109,FALSE
31195,"Frankenmuth, MI Urban Cluster",40980,"Saginaw-Saginaw Township North, MI Metro Area",4972,200169,FALSE
31168,"Fowlerville, MI Urban Cluster",19820,"Detroit-Warren-Livonia, MI Metro Area",3794,4296250,FALSE
31087,"Fort Wayne, IN Urbanized Area",23060,"Fort Wayne, IN Metro Area",313492,416257,FALSE
30925,"Fort Smith, AR--OK Urbanized Area",22900,"Fort Smith, AR-OK Metro Area",122947,298592,FALSE
30790,"Fort Meade, FL Urban Cluster",29460,"Lakeland-Winter Haven, FL Metro Area",6234,602095,FALSE
30755,"Fort Lupton, CO Urban Cluster",24540,"Greeley, CO Metro Area",9055,252825,FALSE
30736,"Fort Irwin, CA Urban Cluster",40140,"Riverside-San Bernardino-Ontario, CA Metro Area",8845,4224851,FALSE
30601,"Fort Branch, IN Urban Cluster",21780,"Evansville, IN-KY Metro Area",4379,358676,FALSE
30493,"Forsyth, GA Urban Cluster",31420,"Macon, GA Metro Area",4834,232293,FALSE
30439,"Forney, TX Urban Cluster",19100,"Dallas-Fort Worth-Arlington, TX Metro Area",27051,6371773,FALSE
30385,"Forestville, CA Urban Cluster",42220,"Santa Rosa-Petaluma, CA Metro Area",5144,483878,FALSE
30358,"Forest Lake, MN Urban Cluster",33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",21816,3279833,FALSE
30115,"Florida--Imb駻y--Barceloneta, PR Urbanized Area",41980,"San Juan-Caguas-Guaynabo, PR Metro Area",71747,2478905,FALSE
30088,"Floresville, TX Urban Cluster",41700,"San Antonio-New Braunfels, TX Metro Area",6068,2142508,FALSE
30061,"Florence, SC Urbanized Area",22500,"Florence, SC Metro Area",89557,205566,FALSE
30034,"Florence, OR Urban Cluster",21660,"Eugene-Springfield, OR Metro Area",10177,351715,FALSE
29980,"Florence, AZ Urban Cluster",38060,"Phoenix-Mesa-Glendale, AZ Metro Area",16586,4192887,FALSE
29953,"Florence, AL Urbanized Area",22520,"Florence-Muscle Shoals, AL Metro Area",77074,147137,FALSE
29818,"Flagstaff, AZ Urbanized Area",22380,"Flagstaff, AZ Metro Area",71957,134421,FALSE
29775,"Firestone--Frederick, CO Urban Cluster",24540,"Greeley, CO Metro Area",21474,252825,FALSE
29764,"Firebaugh, CA Urban Cluster",23420,"Fresno, CA Metro Area",7281,930450,FALSE
29710,"Fillmore, CA Urban Cluster",37100,"Oxnard-Thousand Oaks-Ventura, CA Metro Area",15081,823318,FALSE
29602,"Fernandina Beach, FL Urban Cluster",27260,"Jacksonville, FL Metro Area",25239,1345596,FALSE
29548,"Fellsmere, FL Urban Cluster",42680,"Sebastian-Vero Beach, FL Metro Area",5294,138028,FALSE
29510,"Fearrington Village, NC Urban Cluster",20500,"Durham-Chapel Hill, NC Metro Area",2642,504357,FALSE
29494,"Fayetteville--Springdale--Rogers, AR--MO Urbanized Area",22220,"Fayetteville-Springdale-Rogers, AR-MO Metro Area",295083,463204,FALSE
29413,"Fayette, MO Urban Cluster",17860,"Columbia, MO Metro Area",2654,172786,FALSE
29305,"Farmville, NC Urban Cluster",24780,"Greenville, NC Metro Area",4815,189510,FALSE
29278,"Farmington, NM Urbanized Area",22140,"Farmington, NM Metro Area",53049,130044,FALSE
29265,"Farmington, NH Urban Cluster",14460,"Boston-Cambridge-Quincy, MA-NH Metro Area",2957,4552402,FALSE
29170,"Farmerville, LA Urban Cluster",33740,"Monroe, LA Metro Area",3883,176441,FALSE
29143,"Farmersville, TX Urban Cluster",19100,"Dallas-Fort Worth-Arlington, TX Metro Area",3138,6371773,FALSE
29089,"Fargo, ND--MN Urbanized Area",22020,"Fargo, ND-MN Metro Area",176676,208777,FALSE
28954,"Fairview, TN Urban Cluster",34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",6373,1589934,FALSE
28657,"Fairfield, CA Urbanized Area",46700,"Vallejo-Fairfield, CA Metro Area",133683,413344,FALSE
28549,"Fairbanks, AK Urbanized Area",21820,"Fairbanks, AK Metro Area",64513,97581,FALSE
28522,"Fabens, TX Urban Cluster",21340,"El Paso, TX Metro Area",8042,800647,FALSE
28495,"Excelsior Springs, MO Urban Cluster",28140,"Kansas City, MO-KS Metro Area",10943,2035334,FALSE
28468,"Everson, WA Urban Cluster",13380,"Bellingham, WA Metro Area",4330,201140,FALSE
28441,"Evergreen, CO Urban Cluster",19740,"Denver-Aurora-Broomfield, CO Metro Area",13556,2543482,FALSE
28360,"Evansville, WI Urban Cluster",27500,"Janesville, WI Metro Area",5669,160331,FALSE
28333,"Evansville, IN--KY Urbanized Area",21780,"Evansville, IN-KY Metro Area",229351,358676,FALSE
28262,"Eureka, MO Urban Cluster",41180,"St. Louis, MO-IL Metro Area",11260,2812896,FALSE
28225,"Eureka, IL Urban Cluster",37900,"Peoria, IL Metro Area",5573,379186,FALSE
28117,"Eugene, OR Urbanized Area",21660,"Eugene-Springfield, OR Metro Area",247421,351715,FALSE
28063,"Eudora, KS Urban Cluster",29940,"Lawrence, KS Metro Area",6140,110826,FALSE
27991,"Estrella, AZ Urban Cluster",38060,"Phoenix-Mesa-Glendale, AZ Metro Area",11108,4192887,FALSE
27928,"Estes Park, CO Urban Cluster",22660,"Fort Collins-Loveland, CO Metro Area",7082,299630,FALSE
27901,"Estacada, OR Urban Cluster",38900,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",3838,2226009,FALSE
27885,"Esparto, CA Urban Cluster",40900,"Sacramento--Arden-Arcade--Roseville, CA Metro Area",3277,2149127,FALSE
27820,"Escalon, CA Urban Cluster",44700,"Stockton, CA Metro Area",7157,685306,FALSE
27793,"Erwin, TN Urban Cluster",27740,"Johnson City, TN Metro Area",9788,198716,FALSE
27766,"Erie, PA Urbanized Area",21500,"Erie, PA Metro Area",196611,280566,FALSE
27750,"Epping, NH Urban Cluster",14460,"Boston-Cambridge-Quincy, MA-NH Metro Area",3490,4552402,FALSE
27658,"Ennis, TX Urban Cluster",19100,"Dallas-Fort Worth-Arlington, TX Metro Area",18258,6371773,FALSE
27604,"England, AR Urban Cluster",30780,"Little Rock-North Little Rock-Conway, AR Metro Area",2762,699757,FALSE
27469,"Emmett, ID Urban Cluster",14260,"Boise City-Nampa, ID Metro Area",9192,616561,FALSE
27372,"Emajagua, PR Urban Cluster",41980,"San Juan-Caguas-Guaynabo, PR Metro Area",9231,2478905,FALSE
27334,"Ely, MN Urban Cluster",20260,"Duluth, MN-WI Metro Area",3459,279771,FALSE
27290,"Elroy, TX Urban Cluster",12420,"Austin-Round Rock-San Marcos, TX Metro Area",3708,1716289,FALSE
27199,"Eloy, AZ Urban Cluster",38060,"Phoenix-Mesa-Glendale, AZ Metro Area",6963,4192887,FALSE
27076,"Ellsworth, WI Urban Cluster",33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",2823,3279833,FALSE
27010,"Ellenville, NY Urban Cluster",28740,"Kingston, NY Metro Area",6577,182493,FALSE
26956,"Elkton, VA Urban Cluster",25500,"Harrisonburg, VA Metro Area",3657,125228,FALSE
26912,"Elko New Market, MN Urban Cluster",33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",3908,3279833,FALSE
26659,"Elgin, TX Urban Cluster",12420,"Austin-Round Rock-San Marcos, TX Metro Area",10043,1716289,FALSE
26632,"Electra, TX Urban Cluster",48660,"Wichita Falls, TX Metro Area",2746,151306,FALSE
26551,"Eldorado at Santa Fe, NM Urban Cluster",42140,"Santa Fe, NM Metro Area",4372,144170,FALSE
27280,"El Reno, OK Urban Cluster",36420,"Oklahoma City, OK Metro Area",15069,1252987,FALSE
27226,"El Paso, IL Urban Cluster",37900,"Peoria, IL Metro Area",2776,379186,FALSE
27261,"El Paso de Robles (Paso Robles)--Atascadero, CA Urbanized Area",42020,"San Luis Obispo-Paso Robles, CA Metro Area",65088,269637,FALSE
26524,"El Dorado, KS Urban Cluster",48620,"Wichita, KS Metro Area",14724,623061,FALSE
26416,"El Centro--Calexico, CA Urbanized Area",20940,"El Centro, CA Metro Area",107672,174528,FALSE
26345,"Eielson AFB, AK Urban Cluster",21820,"Fairbanks, AK Metro Area",2944,97581,FALSE
26227,"Edinboro, PA Urban Cluster",21500,"Erie, PA Metro Area",7263,280566,FALSE
26146,"Edgefield, SC Urban Cluster",12260,"Augusta-Richmond County, GA-SC Metro Area",4562,556877,FALSE
26092,"Eden, NC Urban Cluster",24660,"Greensboro-High Point, NC Metro Area",17187,723801,FALSE
26065,"Ebensburg, PA Urban Cluster",27780,"Johnstown, PA Metro Area",4914,143679,FALSE
26038,"Eau Claire, WI Urbanized Area",20740,"Eau Claire, WI Metro Area",102852,161151,FALSE
26024,"Eatonville, WA Urban Cluster",42660,"Seattle-Tacoma-Bellevue, WA Metro Area",2801,3439809,FALSE
25957,"Eaton, OH Urban Cluster",19380,"Dayton, OH Metro Area",8112,841502,FALSE
25930,"Eaton, CO Urban Cluster",24540,"Greeley, CO Metro Area",4392,252825,FALSE
25984,"Eaton Rapids, MI Urban Cluster",29620,"Lansing-East Lansing, MI Metro Area",5408,464036,FALSE
25802,"East Prospect, PA Urban Cluster",49620,"York-Hanover, PA Metro Area",2575,434972,FALSE
25598,"East Aurora, NY Urban Cluster",15380,"Buffalo-Niagara Falls, NY Metro Area",9841,1135509,FALSE
25579,"Earlimart, CA Urban Cluster",47300,"Visalia-Porterville, CA Metro Area",13211,442179,FALSE
25480,"Eagle Mountain South, UT Urban Cluster",39340,"Provo-Orem, UT Metro Area",6277,526810,FALSE
25228,"Durham, NC Urbanized Area",20500,"Durham-Chapel Hill, NC Metro Area",347602,504357,FALSE
25025,"Dunlap, TN Urban Cluster",16860,"Chattanooga, TN-GA Metro Area",3691,528143,FALSE
24958,"Dundee, MI Urban Cluster",33780,"Monroe, MI Metro Area",3799,152021,FALSE
24850,"Duluth, MN--WI Urbanized Area",20260,"Duluth, MN-WI Metro Area",120378,279771,FALSE
24688,"Dryden, NY Urban Cluster",27060,"Ithaca, NY Metro Area",3882,101564,FALSE
24646,"Downs, IL Urban Cluster",14060,"Bloomington-Normal, IL Metro Area",2666,169572,FALSE
24634,"Dowagiac, MI Urban Cluster",43780,"South Bend-Mishawaka, IN-MI Metro Area",6082,319224,FALSE
24445,"Dos Palos, CA Urban Cluster",32900,"Merced, CA Metro Area",6713,255793,FALSE
24364,"Dodgeville, WI Urban Cluster",31540,"Madison, WI Metro Area",4756,568593,FALSE
24329,"Dodge Center, MN Urban Cluster",40340,"Rochester, MN Metro Area",2641,186011,FALSE
24283,"Dixon, CA Urban Cluster",46700,"Vallejo-Fairfield, CA Metro Area",18445,413344,FALSE
24256,"Discovery Bay, CA Urban Cluster",41860,"San Francisco-Oakland-Fremont, CA Metro Area",14044,4335391,FALSE
24121,"Dickson, TN Urban Cluster",34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",16016,1589934,FALSE
24040,"Diamondhead, MS Urban Cluster",25060,"Gulfport-Biloxi, MS Metro Area",7855,248820,FALSE
23905,"Devine, TX Urban Cluster",41700,"San Antonio-New Braunfels, TX Metro Area",5798,2142508,FALSE
23716,"Desert Hot Springs, CA Urban Cluster",40140,"Riverside-San Bernardino-Ontario, CA Metro Area",39445,4224851,FALSE
23743,"Des Moines, IA Urbanized Area",19780,"Des Moines-West Des Moines, IA Metro Area",450070,569633,FALSE
