,CBSA,MNAME,TOTAL_EMPLOYMENT,JTW_DA_PCT,JTW_CARPOOLED_PCT,JTW_TRANSIT_PCT,JTW_WALK_PCT,JTW_BICYCLE_PCT,JTW_OTHER_PCT,JTW_HOME_PCT,Year
632,40340,"Rochester, MN Metro Area",95808,78.9,10.4,3.1,3.0,0.4,0.6,3.7,2006
993,40340,"Rochester, MN Metro Area",96408,77.9,9.6,2.9,3.6,0.8,0.7,4.5,2007
1355,40340,"Rochester, MN Metro Area",100713,76.0,10.7,3.0,3.3,0.4,0.6,6.0,2008
1721,40340,"Rochester, MN Metro Area",97825,77.4,10.2,3.3,2.5,0.8,1.3,4.5,2009
2087,40340,"Rochester, MN Metro Area",98285,78.2,8.6,3.4,2.6,0.7,0.8,5.7,2010
2453,40340,"Rochester, MN Metro Area",100320,76.1,11.6,3.4,3.3,0.4,0.7,4.4,2011
2819,40340,"Rochester, MN Metro Area",100074,77.2,10.5,3.7,2.9,0.6,1.1,4.0,2012
3194,40340,"Rochester, MN Metro Area",110815,75.3,11.1,4.5,3.2,0.5,0.6,4.7,2013
3575,40340,"Rochester, MN Metro Area",110569,74.1,11.3,5.2,3.3,1.0,1.0,4.3,2014
3956,40340,"Rochester, MN Metro Area",111155,74.5,11.1,4.3,3.9,0.7,1.0,4.6,2015
4338,40340,"Rochester, MN Metro Area",112543,74.5,11.4,3.6,3.9,0.7,0.7,5.2,2016
4720,40340,"Rochester, MN Metro Area",113366,74.9,9.7,4.2,4.1,0.6,0.5,6.0,2017
274,40380,"Rochester, NY Metro Area",467333,84.9,7.4,1.6,2.2,0.3,0.9,2.8,2005
633,40380,"Rochester, NY Metro Area",479216,82.2,7.9,2.3,3.5,0.3,0.9,2.9,2006
994,40380,"Rochester, NY Metro Area",472567,81.7,8.9,2.1,3.0,0.4,0.7,3.2,2007
1356,40380,"Rochester, NY Metro Area",506195,80.1,9.5,2.3,3.4,0.6,0.8,3.4,2008
1722,40380,"Rochester, NY Metro Area",483083,81.5,8.8,1.9,3.4,0.5,0.7,3.3,2009
2088,40380,"Rochester, NY Metro Area",483393,82.6,7.1,1.8,3.9,0.4,0.7,3.6,2010
2454,40380,"Rochester, NY Metro Area",482399,82.6,7.8,1.9,3.2,0.4,0.7,3.4,2011
2820,40380,"Rochester, NY Metro Area",493690,82.4,7.9,1.9,3.6,0.3,0.7,3.2,2012
3195,40380,"Rochester, NY Metro Area",502036,80.2,8.4,2.5,3.9,0.5,1.2,3.4,2013
3576,40380,"Rochester, NY Metro Area",509812,82.5,6.9,2.5,3.1,0.7,0.7,3.7,2014
3957,40380,"Rochester, NY Metro Area",508436,81.1,8.2,2.5,3.2,0.4,0.8,3.8,2015
4339,40380,"Rochester, NY Metro Area",513446,80.8,7.8,2.6,3.5,0.4,0.7,4.2,2016
4721,40380,"Rochester, NY Metro Area",519379,81.7,7.8,1.8,3.1,0.4,0.9,4.4,2017
275,40420,"Rockford, IL Metro Area",155041,85.0,9.1,0.8,0.9,0.1,0.5,3.6,2005
634,40420,"Rockford, IL Metro Area",162564,83.4,10.6,0.5,1.6,0.3,0.6,2.9,2006
995,40420,"Rockford, IL Metro Area",157436,84.2,9.8,0.9,1.2,0.2,0.7,3.0,2007
1357,40420,"Rockford, IL Metro Area",165783,84.3,9.6,0.9,1.5,0.2,1.2,2.3,2008
1723,40420,"Rockford, IL Metro Area",152861,83.7,8.4,0.8,1.1,0.5,1.4,4.2,2009
2089,40420,"Rockford, IL Metro Area",148045,84.0,9.0,1.2,1.7,0.3,0.5,3.4,2010
2455,40420,"Rockford, IL Metro Area",150790,84.6,9.4,0.5,1.2,0.1,0.4,3.8,2011
2821,40420,"Rockford, IL Metro Area",152804,84.4,8.8,1.0,1.0,0.5,0.9,3.5,2012
3196,40420,"Rockford, IL Metro Area",152452,86.3,7.4,0.9,1.1,0.2,0.6,3.5,2013
3577,40420,"Rockford, IL Metro Area",153868,82.8,9.1,1.4,1.0,0.6,1.3,3.8,2014
3958,40420,"Rockford, IL Metro Area",154263,85.4,9.1,0.7,0.6,0.2,0.6,3.4,2015
4340,40420,"Rockford, IL Metro Area",153788,81.5,10.8,1.2,1.2,0.3,0.9,4.1,2016
4722,40420,"Rockford, IL Metro Area",155781,82.1,9.8,1.3,1.2,0.2,1.2,4.2,2017
276,40580,"Rocky Mount, NC Metro Area",63797,81.3,12.1,0.2,1.2,0.1,2.8,2.3,2005
635,40580,"Rocky Mount, NC Metro Area",62012,82.2,12.0,1.0,2.4,0.0,0.6,1.7,2006
996,40580,"Rocky Mount, NC Metro Area",62195,82.2,13.9,0.7,1.2,0.0,0.2,1.7,2007
1358,40580,"Rocky Mount, NC Metro Area",65719,81.2,13.8,0.5,1.9,0.2,1.1,1.3,2008
1724,40580,"Rocky Mount, NC Metro Area",57563,83.6,11.0,0.6,1.3,0.3,1.9,1.2,2009
2090,40580,"Rocky Mount, NC Metro Area",62444,83.8,10.5,0.4,1.2,0.0,1.3,2.8,2010
2456,40580,"Rocky Mount, NC Metro Area",60386,82.3,10.5,0.7,1.1,0.2,1.0,4.3,2011
2822,40580,"Rocky Mount, NC Metro Area",58459,84.4,11.6,0.0,0.8,0.0,1.0,2.2,2012
3197,40580,"Rocky Mount, NC Metro Area",62095,83.9,10.7,0.3,1.9,0.0,1.3,1.8,2013
3578,40580,"Rocky Mount, NC Metro Area",59691,82.5,8.9,1.5,1.9,0.1,1.7,3.4,2014
3959,40580,"Rocky Mount, NC Metro Area",63197,82.2,8.4,0.3,2.1,0.0,3.8,3.2,2015
4341,40580,"Rocky Mount, NC Metro Area",63355,85.4,9.3,0.5,0.9,0.1,2.5,1.4,2016
4723,40580,"Rocky Mount, NC Metro Area",62345,84.3,8.4,0.3,1.4,0.0,1.3,4.3,2017
277,40660,"Rome, GA Metro Area",36832,82.0,11.6,0.4,1.1,0.0,3.3,1.7,2005
636,40660,"Rome, GA Metro Area",40589,82.9,10.1,0.2,2.4,0.2,1.5,2.8,2006
997,40660,"Rome, GA Metro Area",40903,78.7,11.9,0.8,4.3,0.3,1.8,2.2,2007
1359,40660,"Rome, GA Metro Area",42998,77.2,14.5,1.2,1.8,0.3,1.2,3.7,2008
1725,40660,"Rome, GA Metro Area",37161,75.8,16.3,0.7,2.9,1.1,0.6,2.5,2009
2091,40660,"Rome, GA Metro Area",N,N,N,N,N,N,N,N,2010
2457,40660,"Rome, GA Metro Area",37339,80.8,11.7,0.3,3.0,0.2,1.6,2.4,2011
2823,40660,"Rome, GA Metro Area",37250,81.8,10.2,0.6,3.6,0.3,1.2,2.3,2012
3198,40660,"Rome, GA Metro Area",N,N,N,N,N,N,N,N,2013
3579,40660,"Rome, GA Metro Area",40718,84.4,6.7,0.6,2.5,0.8,0.9,4.2,2014
3960,40660,"Rome, GA Metro Area",39266,81.3,7.8,0.1,3.0,0.4,0.7,6.5,2015
4342,40660,"Rome, GA Metro Area",42109,82.6,9.2,1.0,1.6,0.0,0.6,5.0,2016
4724,40660,"Rome, GA Metro Area",41452,75.4,12.2,0.2,5.1,0.2,2.7,4.2,2017
278,40900,"Sacramento--Arden-Arcade--Roseville, CA Metro Area",901292,75.6,12.8,2.2,2.1,1.3,1.3,4.7,2005
637,40900,"Sacramento--Arden-Arcade--Roseville, CA Metro Area",938002,75.4,12.2,2.5,2.2,1.3,1.2,5.1,2006
998,40900,"Sacramento--Arden-Arcade--Roseville, CA Metro Area",960016,75.3,12.8,2.5,2.1,1.6,1.0,4.7,2007
1360,40900,"Sacramento--Arden-Arcade--Roseville, CA Metro Area",972700,74.8,12.0,2.9,2.0,1.8,1.5,5.0,2008
1726,40900,"Sacramento--Arden-Arcade--Roseville, CA Metro Area",916946,75.8,11.6,2.7,1.8,1.6,1.2,5.4,2009
2092,40900,"Sacramento--Arden-Arcade--Roseville, CA Metro Area",891306,75.6,11.2,2.9,1.9,1.7,1.1,5.5,2010
2458,40900,"Sacramento--Arden-Arcade--Roseville, CA Metro Area",899477,75.2,11.2,2.7,2.2,1.8,1.0,5.8,2011
2824,40900,"Sacramento--Arden-Arcade--Roseville, CA Metro Area",922210,75.5,11.2,2.3,2.2,1.9,0.9,6.0,2012
3199,40900,"Sacramento--Roseville--Arden-Arcade, CA Metro Area",925687,75.1,11.2,2.6,2.3,1.9,1.3,5.6,2013
3580,40900,"Sacramento--Roseville--Arden-Arcade, CA Metro Area",962931,76.4,10.2,2.7,2.0,1.8,1.3,5.5,2014
3961,40900,"Sacramento--Roseville--Arden-Arcade, CA Metro Area",990547,77.3,9.2,2.6,2.0,1.6,1.2,6.0,2015
4343,40900,"Sacramento--Roseville--Arden-Arcade, CA Metro Area",1020037,76.9,9.5,2.1,1.8,1.6,1.1,7.0,2016
4725,40900,"Sacramento--Roseville--Arden-Arcade, CA Metro Area",1046688,76.8,9.4,2.4,1.7,1.2,1.2,7.3,2017
3200,40980,"Saginaw, MI Metro Area",80180,85.0,8.9,0.7,1.6,0.3,0.3,3.2,2013
3581,40980,"Saginaw, MI Metro Area",81801,84.2,7.0,0.4,3.3,0.5,0.5,4.0,2014
3962,40980,"Saginaw, MI Metro Area",80110,81.7,9.9,0.6,2.8,1.1,0.7,3.2,2015
4344,40980,"Saginaw, MI Metro Area",82060,85.0,9.9,0.1,1.6,0.3,0.6,2.5,2016
4726,40980,"Saginaw, MI Metro Area",81093,83.1,8.9,0.9,1.8,0.5,0.6,4.1,2017
279,40980,"Saginaw-Saginaw Township North, MI Metro Area",80734,86.6,6.7,0.8,1.0,0.2,1.2,3.5,2005
638,40980,"Saginaw-Saginaw Township North, MI Metro Area",78707,85.7,7.7,0.6,1.6,0.4,0.8,3.1,2006
999,40980,"Saginaw-Saginaw Township North, MI Metro Area",80038,87.5,6.4,0.4,1.8,0.4,0.9,2.7,2007
1361,40980,"Saginaw-Saginaw Township North, MI Metro Area",80336,86.4,8.7,0.4,1.4,0.5,0.3,2.3,2008
1727,40980,"Saginaw-Saginaw Township North, MI Metro Area",75874,86.6,7.5,1.0,1.1,0.4,0.6,2.8,2009
2093,40980,"Saginaw-Saginaw Township North, MI Metro Area",77453,88.4,7.3,0.1,1.4,0.2,0.4,2.3,2010
2459,40980,"Saginaw-Saginaw Township North, MI Metro Area",77967,84.7,9.0,0.4,1.8,0.5,0.4,3.2,2011
2825,40980,"Saginaw-Saginaw Township North, MI Metro Area",75948,85.3,8.3,0.5,1.8,0.8,0.3,3.0,2012
284,41420,"Salem, OR Metro Area",163427,75.1,15.9,1.5,2.0,0.3,1.3,3.9,2005
643,41420,"Salem, OR Metro Area",169903,71.0,15.8,2.2,3.8,1.0,0.9,5.3,2006
1004,41420,"Salem, OR Metro Area",169416,72.8,16.3,1.8,2.8,0.8,0.9,4.6,2007
1366,41420,"Salem, OR Metro Area",174624,73.3,15.5,2.0,2.4,0.8,1.4,4.6,2008
1732,41420,"Salem, OR Metro Area",167548,72.8,14.4,1.5,3.1,1.1,1.3,5.8,2009
2098,41420,"Salem, OR Metro Area",160119,73.8,14.2,1.5,3.5,1.0,0.9,5.2,2010
2464,41420,"Salem, OR Metro Area",154831,75.2,14.2,1.0,4.1,1.2,1.4,2.9,2011
2830,41420,"Salem, OR Metro Area",158794,73.7,12.7,1.5,5.2,1.4,0.9,4.6,2012
3205,41420,"Salem, OR Metro Area",169797,73.5,14.7,1.6,3.4,1.5,0.6,4.8,2013
3586,41420,"Salem, OR Metro Area",169751,71.8,16.1,1.7,3.0,0.9,1.4,5.2,2014
3967,41420,"Salem, OR Metro Area",178838,75.3,13.7,1.7,3.1,0.6,0.8,4.8,2015
4349,41420,"Salem, OR Metro Area",182946,77.1,12.1,1.6,3.2,0.7,1.0,4.3,2016
4731,41420,"Salem, OR Metro Area",184850,78.7,9.6,1.4,2.8,0.4,1.2,5.8,2017
285,41500,"Salinas, CA Metro Area",169766,73.3,15.7,2.5,3.5,0.6,1.4,2.9,2005
644,41500,"Salinas, CA Metro Area",174077,68.3,17.8,3.0,5.1,0.4,0.8,4.6,2006
1005,41500,"Salinas, CA Metro Area",180687,68.1,17.1,2.8,5.3,1.2,1.3,4.2,2007
1367,41500,"Salinas, CA Metro Area",179919,69.2,14.1,3.0,3.6,1.3,4.1,4.8,2008
1733,41500,"Salinas, CA Metro Area",175688,71.7,13.1,1.8,2.9,0.9,4.1,5.4,2009
2099,41500,"Salinas, CA Metro Area",178998,71.3,12.7,1.6,3.3,0.5,4.7,5.8,2010
2465,41500,"Salinas, CA Metro Area",168252,69.6,12.6,2.0,3.7,0.8,6.7,4.6,2011
2831,41500,"Salinas, CA Metro Area",181340,71.4,12.6,2.5,3.1,0.9,5.5,4.0,2012
3206,41500,"Salinas, CA Metro Area",175387,71.7,11.5,1.6,2.2,0.9,6.2,5.9,2013
3587,41500,"Salinas, CA Metro Area",177439,70.4,11.0,1.8,3.5,0.7,8.7,4.1,2014
3968,41500,"Salinas, CA Metro Area",185200,70.1,11.0,2.1,3.4,0.8,8.7,3.8,2015
4350,41500,"Salinas, CA Metro Area",191409,70.0,11.2,1.8,3.6,0.6,8.3,4.4,2016
4732,41500,"Salinas, CA Metro Area",194671,72.0,8.6,1.4,2.5,0.6,9.9,5.0,2017
286,41540,"Salisbury, MD Metro Area",52749,80.7,11.9,1.2,1.9,0.2,1.5,2.6,2005
645,41540,"Salisbury, MD Metro Area",53920,75.0,13.6,1.0,4.3,0.6,2.2,3.3,2006
1006,41540,"Salisbury, MD Metro Area",52394,80.9,9.9,1.2,4.1,0.5,1.1,2.3,2007
1368,41540,"Salisbury, MD Metro Area",56092,81.6,9.8,0.4,3.0,1.0,0.7,3.5,2008
1734,41540,"Salisbury, MD Metro Area",53689,81.2,11.7,0.4,3.3,0.1,0.9,2.3,2009
2100,41540,"Salisbury, MD Metro Area",55675,80.6,10.8,1.2,2.0,0.0,1.4,4.0,2010
2466,41540,"Salisbury, MD Metro Area",50228,83.0,8.9,0.1,1.6,1.0,1.6,3.8,2011
2832,41540,"Salisbury, MD Metro Area",54895,78.6,12.3,1.0,3.1,0.4,1.4,3.2,2012
3207,41540,"Salisbury, MD-DE Metro Area",162995,83.5,8.0,1.1,2.1,0.5,1.2,3.6,2013
3588,41540,"Salisbury, MD-DE Metro Area",172137,83.3,6.7,1.3,2.5,0.1,1.6,4.4,2014
3969,41540,"Salisbury, MD-DE Metro Area",170777,83.0,7.2,0.4,2.2,0.3,1.3,5.6,2015
4351,41540,"Salisbury, MD-DE Metro Area",176031,83.9,7.5,1.2,1.9,0.1,0.7,4.7,2016
4733,41540,"Salisbury, MD-DE Metro Area",179493,80.6,9.1,0.7,1.7,0.3,1.6,6.0,2017
287,41620,"Salt Lake City, UT Metro Area",505455,76.6,12.6,3.6,1.6,0.6,0.8,4.2,2005
646,41620,"Salt Lake City, UT Metro Area",529423,75.1,12.9,3.9,2.3,0.6,1.0,4.1,2006
1007,41620,"Salt Lake City, UT Metro Area",541547,75.3,13.0,3.1,1.8,0.8,1.0,5.0,2007
1369,41620,"Salt Lake City, UT Metro Area",562773,75.3,12.4,3.3,2.5,0.8,1.2,4.6,2008
1735,41620,"Salt Lake City, UT Metro Area",544923,76.3,11.5,3.0,2.3,0.9,1.4,4.7,2009
2101,41620,"Salt Lake City, UT Metro Area",522765,77.7,11.3,2.9,2.3,0.8,1.0,4.0,2010
2467,41620,"Salt Lake City, UT Metro Area",544467,76.1,12.0,3.6,2.0,0.6,1.1,4.6,2011
2833,41620,"Salt Lake City, UT Metro Area",559794,75.0,12.1,3.9,2.0,0.9,1.3,4.7,2012
3208,41620,"Salt Lake City, UT Metro Area",550547,75.0,12.7,3.2,1.7,0.8,1.4,5.1,2013
3589,41620,"Salt Lake City, UT Metro Area",567061,74.9,12.2,3.8,2.1,0.8,0.8,5.3,2014
3970,41620,"Salt Lake City, UT Metro Area",583466,74.6,11.9,3.8,2.6,1.1,0.8,5.2,2015
4352,41620,"Salt Lake City, UT Metro Area",600730,74.8,10.7,4.6,2.5,0.7,1.0,5.8,2016
4734,41620,"Salt Lake City, UT Metro Area",618572,75.3,11.2,3.2,2.1,0.8,0.9,6.6,2017
288,41660,"San Angelo, TX Metro Area",47697,78.4,12.8,0.4,2.4,0.4,2.8,2.8,2005
647,41660,"San Angelo, TX Metro Area",48091,78.4,13.5,0.3,3.8,0.1,1.0,2.8,2006
1008,41660,"San Angelo, TX Metro Area",50097,78.6,9.8,1.2,4.7,0.0,2.4,3.2,2007
1370,41660,"San Angelo, TX Metro Area",52868,78.5,10.9,0.3,5.6,0.1,2.1,2.5,2008
1736,41660,"San Angelo, TX Metro Area",52568,79.1,9.0,0.5,4.1,0.2,3.8,3.3,2009
2102,41660,"San Angelo, TX Metro Area",52672,73.6,11.3,0.2,10.5,0.0,0.0,4.4,2010
2468,41660,"San Angelo, TX Metro Area",52780,76.0,10.9,0.6,7.5,0.6,1.2,3.2,2011
2834,41660,"San Angelo, TX Metro Area",54976,84.0,6.2,0.2,4.6,0.1,1.3,3.6,2012
3209,41660,"San Angelo, TX Metro Area",55541,75.2,13.7,0.1,5.8,0.0,2.3,3.0,2013
3590,41660,"San Angelo, TX Metro Area",53535,80.5,10.3,0.1,3.9,0.4,1.8,2.9,2014
3971,41660,"San Angelo, TX Metro Area",56111,81.9,9.0,0.2,3.4,0.2,1.4,3.8,2015
4353,41660,"San Angelo, TX Metro Area",59355,79.9,9.0,0.4,3.4,0.1,2.4,4.6,2016
4735,41660,"San Angelo, TX Metro Area",57838,79.2,10.3,0.3,3.2,0.4,3.2,3.4,2017
289,41700,"San Antonio, TX Metro Area",819599,79.6,11.8,2.1,1.3,0.1,1.6,3.4,2005
648,41700,"San Antonio, TX Metro Area",856880,78.3,11.8,2.4,2.3,0.1,1.8,3.2,2006
1009,41700,"San Antonio, TX Metro Area",890391,79.0,11.6,2.2,2.2,0.2,1.7,3.0,2007
1371,41700,"San Antonio, TX Metro Area",929471,78.0,12.6,2.6,2.0,0.1,1.4,3.2,2008
1737,41700,"San Antonio, TX Metro Area",919348,79.3,11.4,2.3,2.0,0.2,1.3,3.4,2009
2103,41700,"San Antonio-New Braunfels, TX Metro Area",965808,79.5,11.5,2.1,2.0,0.1,1.4,3.3,2010
2469,41700,"San Antonio-New Braunfels, TX Metro Area",967628,79.1,11.0,2.1,1.9,0.3,1.0,4.6,2011
2835,41700,"San Antonio-New Braunfels, TX Metro Area",1013750,79.7,11.1,2.3,1.7,0.1,1.0,4.1,2012
3210,41700,"San Antonio-New Braunfels, TX Metro Area",1035684,79.2,11.0,2.5,1.7,0.2,1.1,4.3,2013
3591,41700,"San Antonio-New Braunfels, TX Metro Area",1064721,80.0,10.8,2.1,1.7,0.2,0.9,4.3,2014
3972,41700,"San Antonio-New Braunfels, TX Metro Area",1075672,80.9,10.0,2.1,1.5,0.1,0.9,4.5,2015
4354,41700,"San Antonio-New Braunfels, TX Metro Area",1111877,79.0,10.6,2.3,1.9,0.2,1.3,4.8,2016
4736,41700,"San Antonio-New Braunfels, TX Metro Area",1135333,79.9,10.4,1.8,1.4,0.2,1.5,4.8,2017
3211,41740,"San Diego-Carlsbad, CA Metro Area",1477348,75.8,9.6,3.2,3.1,0.6,1.3,6.4,2013
3592,41740,"San Diego-Carlsbad, CA Metro Area",1547124,76.0,8.6,2.7,2.9,0.8,1.4,7.5,2014
3973,41740,"San Diego-Carlsbad, CA Metro Area",1585547,76.3,8.2,3.5,2.8,0.6,1.6,6.9,2015
4355,41740,"San Diego-Carlsbad, CA Metro Area",1605455,75.7,8.9,2.9,3.2,0.7,1.5,7.1,2016
4737,41740,"San Diego-Carlsbad, CA Metro Area",1649909,76.3,8.4,3.1,2.7,0.8,1.8,6.9,2017
290,41740,"San Diego-Carlsbad-San Marcos, CA Metro Area",1297344,78.1,10.9,2.9,1.9,0.5,1.2,4.5,2005
649,41740,"San Diego-Carlsbad-San Marcos, CA Metro Area",1391079,74.8,10.8,3.1,2.7,0.6,1.5,6.5,2006
1010,41740,"San Diego-Carlsbad-San Marcos, CA Metro Area",1396627,74.9,10.8,3.6,2.9,0.6,1.1,6.2,2007
1372,41740,"San Diego-Carlsbad-San Marcos, CA Metro Area",1422322,74.3,11.3,3.4,3.3,0.6,1.3,5.8,2008
1738,41740,"San Diego-Carlsbad-San Marcos, CA Metro Area",1406411,75.8,9.9,3.1,2.8,0.6,1.2,6.6,2009
2104,41740,"San Diego-Carlsbad-San Marcos, CA Metro Area",1389165,76.2,10.1,3.3,2.8,0.8,1.0,5.9,2010
2470,41740,"San Diego-Carlsbad-San Marcos, CA Metro Area",1416596,76.3,9.8,3.0,2.7,0.7,1.1,6.3,2011
2836,41740,"San Diego-Carlsbad-San Marcos, CA Metro Area",1457139,76.2,9.9,2.8,2.7,0.7,1.2,6.6,2012
292,41860,"San Francisco-Oakland-Fremont, CA Metro Area",1928585,63.9,11.4,13.7,3.9,1.0,1.3,4.9,2005
651,41860,"San Francisco-Oakland-Fremont, CA Metro Area",2028050,63.1,10.5,13.6,4.1,1.3,1.6,5.8,2006
1012,41860,"San Francisco-Oakland-Fremont, CA Metro Area",2050806,62.7,9.7,14.5,4.3,1.4,1.7,5.7,2007
1374,41860,"San Francisco-Oakland-Fremont, CA Metro Area",2137930,62.4,10.5,14.4,4.2,1.5,1.6,5.4,2008
1740,41860,"San Francisco-Oakland-Fremont, CA Metro Area",2083775,61.9,10.2,14.6,4.4,1.5,1.4,6.0,2009
2106,41860,"San Francisco-Oakland-Fremont, CA Metro Area",2049589,61.5,10.6,14.6,4.2,1.7,1.2,6.2,2010
2472,41860,"San Francisco-Oakland-Fremont, CA Metro Area",2051756,61.8,9.6,14.6,4.3,1.9,1.5,6.4,2011
2838,41860,"San Francisco-Oakland-Fremont, CA Metro Area",2121416,60.4,10.1,15.6,4.3,1.8,1.6,6.1,2012
3212,41860,"San Francisco-Oakland-Hayward, CA Metro Area",2178139,59.9,10.0,16.1,4.5,1.9,1.7,5.9,2013
3593,41860,"San Francisco-Oakland-Hayward, CA Metro Area",2240892,59.2,9.4,16.7,4.7,2.2,1.6,6.2,2014
3974,41860,"San Francisco-Oakland-Hayward, CA Metro Area",2300566,59.0,9.6,17.2,4.4,2.0,1.7,6.1,2015
4356,41860,"San Francisco-Oakland-Hayward, CA Metro Area",2336279,58.1,9.6,17.2,4.5,2.1,2.0,6.7,2016
4738,41860,"San Francisco-Oakland-Hayward, CA Metro Area",2371803,57.0,9.8,17.4,5.1,1.7,2.2,6.8,2017
293,41940,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",801584,78.4,10.2,3.1,2.2,1.1,1.0,4.0,2005
652,41940,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",833961,76.8,10.2,3.6,2.4,1.0,1.5,4.5,2006
1013,41940,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",861308,77.0,10.0,3.8,2.3,1.2,1.8,4.1,2007
1375,41940,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",890768,76.8,9.3,3.6,2.4,1.7,1.8,4.4,2008
1741,41940,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",852865,75.7,11.1,3.1,2.1,1.4,2.0,4.5,2009
2107,41940,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",835520,77.5,10.3,2.9,1.8,1.6,0.9,5.1,2010
2473,41940,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",860472,76.6,10.1,3.4,2.2,1.9,1.1,4.8,2011
2839,41940,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",886320,76.5,10.6,3.4,1.6,1.9,1.4,4.6,2012
3213,41940,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",915962,75.9,10.5,4.2,2.1,1.8,1.4,4.1,2013
3594,41940,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",955063,76.2,10.4,4.0,1.7,1.6,1.2,4.8,2014
3975,41940,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",961904,75.9,10.2,4.1,2.1,2.0,1.1,4.7,2015
4357,41940,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",964541,74.5,10.6,4.3,2.3,1.6,1.3,5.3,2016
4739,41940,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",1000445,74.1,10.8,4.7,2.2,1.7,1.2,5.2,2017
294,42020,"San Luis Obispo-Paso Robles, CA Metro Area",109931,76.1,11.0,1.1,3.5,1.0,1.5,5.9,2005
653,42020,"San Luis Obispo-Paso Robles, CA Metro Area",119290,73.2,13.8,1.1,3.4,1.9,2.1,4.4,2006
1014,42020,"San Luis Obispo-Paso Robles, CA Metro Area",117972,71.4,12.1,0.9,5.6,2.4,0.8,6.8,2007
1376,42020,"San Luis Obispo-Paso Robles, CA Metro Area",125195,74.3,10.4,1.2,4.3,2.5,1.1,6.1,2008
1742,42020,"San Luis Obispo-Paso Robles, CA Metro Area",120185,73.3,11.2,1.5,4.6,1.5,0.8,7.2,2009
2108,42020,"San Luis Obispo-Paso Robles, CA Metro Area",115332,77.3,11.2,0.7,2.8,1.3,0.9,5.8,2010
2474,42020,"San Luis Obispo-Paso Robles, CA Metro Area",117027,72.4,9.2,1.4,4.7,3.0,1.0,8.2,2011
2840,42020,"San Luis Obispo-Paso Robles, CA Metro Area",127158,73.1,11.2,2.2,3.9,1.3,1.0,7.3,2012
3214,42020,"San Luis Obispo-Paso Robles-Arroyo Grande, CA Metro Area",127740,73.5,10.4,1.7,3.5,3.0,0.9,7.1,2013
3595,42020,"San Luis Obispo-Paso Robles-Arroyo Grande, CA Metro Area",123501,76.3,10.0,1.0,4.5,1.9,0.7,5.6,2014
3976,42020,"San Luis Obispo-Paso Robles-Arroyo Grande, CA Metro Area",128687,71.8,9.7,2.0,4.8,3.4,0.9,7.5,2015
4358,42020,"San Luis Obispo-Paso Robles-Arroyo Grande, CA Metro Area",133597,74.8,10.4,1.0,5.0,1.8,0.9,6.1,2016
4740,42020,"San Luis Obispo-Paso Robles-Arroyo Grande, CA Metro Area",131159,76.8,7.9,0.9,4.3,1.5,1.0,7.7,2017
291,41780,"Sandusky, OH Metro Area",N,N,N,N,N,N,N,N,2005
650,41780,"Sandusky, OH Metro Area",36953,86.0,6.6,0.2,2.5,0.0,1.1,3.7,2006
1011,41780,"Sandusky, OH Metro Area",34543,83.2,8.2,0.1,5.3,0.1,1.3,1.7,2007
1373,41780,"Sandusky, OH Metro Area",35472,88.2,5.3,0.0,1.8,0.6,2.5,1.5,2008
1739,41780,"Sandusky, OH Metro Area",34686,79.9,11.4,2.3,1.1,0.4,2.2,2.7,2009
2105,41780,"Sandusky, OH Metro Area",34528,85.1,7.7,0.2,2.3,0.4,1.0,3.3,2010
2471,41780,"Sandusky, OH Metro Area",33403,81.5,11.8,0.6,3.0,0.2,0.3,2.6,2011
2837,41780,"Sandusky, OH Metro Area",34537,83.4,9.1,1.6,1.3,0.9,1.0,2.7,2012
295,42060,"Santa Barbara-Santa Maria, CA Metro Area",172379,67.9,16.9,3.2,4.0,2.5,1.3,4.3,2005
654,42060,"Santa Barbara-Santa Maria, CA Metro Area",181196,67.2,15.1,3.4,4.4,3.4,0.9,5.6,2006
1015,42060,"Santa Barbara-Santa Maria-Goleta, CA Metro Area",183274,66.7,13.9,4.5,3.9,3.5,1.1,6.5,2007
1377,42060,"Santa Barbara-Santa Maria-Goleta, CA Metro Area",191943,64.6,16.7,3.5,4.1,3.3,1.5,6.3,2008
1743,42060,"Santa Barbara-Santa Maria-Goleta, CA Metro Area",180458,65.7,15.1,3.9,4.8,3.7,1.1,5.7,2009
2109,42060,"Santa Barbara-Santa Maria-Goleta, CA Metro Area",182446,65.2,14.7,3.9,5.3,4.1,1.2,5.6,2010
2475,42060,"Santa Barbara-Santa Maria-Goleta, CA Metro Area",196607,66.8,14.9,3.3,4.0,4.0,1.1,5.9,2011
