,Id,Id2,Geography,Total_HH,HH_0Veh,HH_1Veh,HH_2Veh,HH_3Veh,HH_4+Veh,Year
620,3100000US39340,39340,"Provo-Orem, UT Metro Area",130458,3832,30969,57119,24423,14115,2006
981,3100000US39340,39340,"Provo-Orem, UT Metro Area",133842,2680,27329,62191,26909,14733,2007
1343,3100000US39340,39340,"Provo-Orem, UT Metro Area",137542,4571,27201,59022,29410,17338,2008
1709,3100000US39340,39340,"Provo-Orem, UT Metro Area",139271,4985,29308,61308,26981,16689,2009
2075,310M100US39340,39340,"Provo-Orem, UT Metro Area",143324,4294,30664,66691,26531,15144,2010
2441,310M100US39340,39340,"Provo-Orem, UT Metro Area",146320,5395,32503,64926,27971,15525,2011
2807,310M100US39340,39340,"Provo-Orem, UT Metro Area",147329,3413,34513,65567,29219,14617,2012
3182,310M200US39340,39340,"Provo-Orem, UT Metro Area",149549,4926,35461,64854,29976,14332,2013
3563,310M200US39340,39340,"Provo-Orem, UT Metro Area",154567,4741,30760,70228,31279,17559,2014
3944,310M200US39340,39340,"Provo-Orem, UT Metro Area",158270,4240,31393,71927,32102,18608,2015
4326,310M300US39340,39340,"Provo-Orem, UT Metro Area",160979,4303,32297,68590,35029,20760,2016
4708,310M300US39340,39340,"Provo-Orem, UT Metro Area",167853,4306,33091,74190,35483,20783,2017
262,3100000US39380,39380,"Pueblo, CO Metro Area",58659,4378,18323,21243,10273,4442,2005
621,3100000US39380,39380,"Pueblo, CO Metro Area",59314,3759,20162,21164,9427,4802,2006
982,3100000US39380,39380,"Pueblo, CO Metro Area",59093,4697,17383,22988,9343,4682,2007
1344,3100000US39380,39380,"Pueblo, CO Metro Area",60786,5399,18929,22196,9835,4427,2008
1710,3100000US39380,39380,"Pueblo, CO Metro Area",59987,3999,19561,21884,10021,4522,2009
2076,310M100US39380,39380,"Pueblo, CO Metro Area",62686,4772,22877,21490,8720,4827,2010
2442,310M100US39380,39380,"Pueblo, CO Metro Area",62181,5358,20746,21800,10085,4192,2011
2808,310M100US39380,39380,"Pueblo, CO Metro Area",62388,5015,22367,21111,9901,3994,2012
3183,310M200US39380,39380,"Pueblo, CO Metro Area",62604,6077,19784,22828,9651,4264,2013
3564,310M200US39380,39380,"Pueblo, CO Metro Area",63385,5586,21070,20944,10377,5408,2014
3945,310M200US39380,39380,"Pueblo, CO Metro Area",61876,5615,18776,22983,9825,4677,2015
4327,310M300US39380,39380,"Pueblo, CO Metro Area",62275,3928,21254,23335,9912,3846,2016
4709,310M300US39380,39380,"Pueblo, CO Metro Area",65098,4901,20367,21991,11132,6707,2017
263,3100000US39460,39460,"Punta Gorda, FL Metro Area",70838,2914,33455,26202,5795,2472,2005
622,3100000US39460,39460,"Punta Gorda, FL Metro Area",71026,2773,29792,29952,6627,1882,2006
983,3100000US39460,39460,"Punta Gorda, FL Metro Area",70871,2835,31114,26734,7367,2821,2007
1345,3100000US39460,39460,"Punta Gorda, FL Metro Area",73937,3082,30244,29884,7401,3326,2008
1711,3100000US39460,39460,"Punta Gorda, FL Metro Area",75902,4735,33565,28898,7367,1337,2009
2077,310M100US39460,39460,"Punta Gorda, FL Metro Area",69176,3733,32442,25632,5476,1893,2010
2443,310M100US39460,39460,"Punta Gorda, FL Metro Area",68252,3928,32507,25105,5327,1385,2011
2809,310M100US39460,39460,"Punta Gorda, FL Metro Area",71811,4028,33069,27117,6535,1062,2012
3184,310M200US39460,39460,"Punta Gorda, FL Metro Area",69035,3436,32205,26919,4860,1615,2013
3565,310M200US39460,39460,"Punta Gorda, FL Metro Area",75234,3308,34516,28108,7514,1788,2014
3946,310M200US39460,39460,"Punta Gorda, FL Metro Area",72671,3324,33457,28244,6591,1055,2015
4328,310M300US39460,39460,"Punta Gorda, FL Metro Area",75147,3836,33821,28119,7052,2319,2016
4710,310M300US39460,39460,"Punta Gorda, FL Metro Area",76056,3676,31894,30854,7287,2345,2017
264,3100000US39540,39540,"Racine, WI Metro Area",74839,4927,23346,31868,9809,4889,2005
623,3100000US39540,39540,"Racine, WI Metro Area",75154,4424,25285,30510,11016,3919,2006
984,3100000US39540,39540,"Racine, WI Metro Area",74524,5422,25284,29834,9776,4208,2007
1346,3100000US39540,39540,"Racine, WI Metro Area",75062,4103,23517,32579,10147,4716,2008
1712,3100000US39540,39540,"Racine, WI Metro Area",76016,5641,25245,29287,10939,4904,2009
2078,310M100US39540,39540,"Racine, WI Metro Area",74808,6582,25725,28519,9386,4596,2010
2444,310M100US39540,39540,"Racine, WI Metro Area",75903,6843,21598,32990,9600,4872,2011
2810,310M100US39540,39540,"Racine, WI Metro Area",75752,5540,26012,30089,10098,4013,2012
3185,310M200US39540,39540,"Racine, WI Metro Area",72057,5617,22989,29918,9569,3964,2013
3566,310M200US39540,39540,"Racine, WI Metro Area",75876,4978,27883,27713,10906,4396,2014
3947,310M200US39540,39540,"Racine, WI Metro Area",74960,5871,23152,31996,9737,4204,2015
4329,310M300US39540,39540,"Racine, WI Metro Area",75921,5387,25850,30148,10164,4372,2016
4711,310M300US39540,39540,"Racine, WI Metro Area",77473,4772,25378,30852,12254,4217,2017
3186,310M200US39580,39580,"Raleigh, NC Metro Area",449589,20365,144126,191070,69555,24473,2013
3567,310M200US39580,39580,"Raleigh, NC Metro Area",457547,20833,142331,194315,71773,28295,2014
3948,310M200US39580,39580,"Raleigh, NC Metro Area",470527,19244,142161,209086,73453,26583,2015
4330,310M300US39580,39580,"Raleigh, NC Metro Area",477920,19966,141438,207367,79108,30041,2016
4712,310M300US39580,39580,"Raleigh, NC Metro Area",493879,18075,141213,217081,81664,35846,2017
265,3100000US39580,39580,"Raleigh-Cary, NC Metro Area",360906,16892,111578,154589,56775,21072,2005
624,3100000US39580,39580,"Raleigh-Cary, NC Metro Area",369171,17274,118994,156085,55782,21036,2006
985,3100000US39580,39580,"Raleigh-Cary, NC Metro Area",393260,19712,122191,165735,62359,23263,2007
1347,3100000US39580,39580,"Raleigh-Cary, NC Metro Area",401412,18129,128380,174902,59124,20877,2008
1713,3100000US39580,39580,"Raleigh-Cary, NC Metro Area",409166,17260,130430,175063,62118,24295,2009
2079,310M100US39580,39580,"Raleigh-Cary, NC Metro Area",421955,19460,134005,179775,64127,24588,2010
2445,310M100US39580,39580,"Raleigh-Cary, NC Metro Area",425406,21018,140100,181626,62469,20193,2011
2811,310M100US39580,39580,"Raleigh-Cary, NC Metro Area",441987,20435,141958,190016,64980,24598,2012
266,3100000US39660,39660,"Rapid City, SD Metro Area",47292,2281,12369,19496,8534,4612,2005
625,3100000US39660,39660,"Rapid City, SD Metro Area",47127,2055,13243,17278,9167,5384,2006
986,3100000US39660,39660,"Rapid City, SD Metro Area",47930,1405,13173,19623,8183,5546,2007
1348,3100000US39660,39660,"Rapid City, SD Metro Area",50824,2608,13130,21094,9391,4601,2008
1714,3100000US39660,39660,"Rapid City, SD Metro Area",49151,2260,13433,17329,10143,5986,2009
2080,310M100US39660,39660,"Rapid City, SD Metro Area",51016,2978,13349,18941,10312,5436,2010
2446,310M100US39660,39660,"Rapid City, SD Metro Area",49819,2816,15050,18258,9143,4552,2011
2812,310M100US39660,39660,"Rapid City, SD Metro Area",50646,2331,14874,19363,9190,4888,2012
3187,310M200US39660,39660,"Rapid City, SD Metro Area",55969,1981,16542,20318,9914,7214,2013
3568,310M200US39660,39660,"Rapid City, SD Metro Area",56274,2216,16210,20764,12123,4961,2014
3949,310M200US39660,39660,"Rapid City, SD Metro Area",58598,1811,16207,21468,12608,6504,2015
4331,310M300US39660,39660,"Rapid City, SD Metro Area",56614,3557,16651,20324,10556,5526,2016
4713,310M300US39660,39660,"Rapid City, SD Metro Area",58171,3692,16654,20950,11418,5457,2017
267,3100000US39740,39740,"Reading, PA Metro Area",149068,12987,42968,59281,24217,9615,2005
626,3100000US39740,39740,"Reading, PA Metro Area",151380,13308,45545,59045,23625,9857,2006
987,3100000US39740,39740,"Reading, PA Metro Area",148639,11326,45966,56840,23589,10918,2007
1349,3100000US39740,39740,"Reading, PA Metro Area",150091,13695,43477,60887,22727,9305,2008
1715,3100000US39740,39740,"Reading, PA Metro Area",150942,9443,48020,59683,24243,9553,2009
2081,310M100US39740,39740,"Reading, PA Metro Area",155329,15082,48409,56717,23624,11497,2010
2447,310M100US39740,39740,"Reading, PA Metro Area",155425,14779,46939,58490,24397,10820,2011
2813,310M100US39740,39740,"Reading, PA Metro Area",151291,15140,47401,57088,21752,9910,2012
3188,310M200US39740,39740,"Reading, PA Metro Area",153271,14849,46073,58171,23215,10963,2013
3569,310M200US39740,39740,"Reading, PA Metro Area",152908,12835,48198,57007,23405,11463,2014
3950,310M200US39740,39740,"Reading, PA Metro Area",151792,12066,47055,57874,23966,10831,2015
4332,310M300US39740,39740,"Reading, PA Metro Area",150402,12862,48326,53628,23971,11615,2016
4714,310M300US39740,39740,"Reading, PA Metro Area",155154,13913,43843,58894,27611,10893,2017
268,3100000US39820,39820,"Redding, CA Metro Area",68152,4321,17716,26485,13856,5774,2005
627,3100000US39820,39820,"Redding, CA Metro Area",68385,3751,19267,28322,10571,6474,2006
988,3100000US39820,39820,"Redding, CA Metro Area",69474,5077,20103,26331,12801,5162,2007
1350,3100000US39820,39820,"Redding, CA Metro Area",70067,4698,21051,26478,11200,6640,2008
1716,3100000US39820,39820,"Redding, CA Metro Area",69738,4790,22434,26331,11504,4679,2009
2082,310M100US39820,39820,"Redding, CA Metro Area",67909,5323,21055,25616,11323,4592,2010
2448,310M100US39820,39820,"Redding, CA Metro Area",69102,5024,22711,24364,11998,5005,2011
2814,310M100US39820,39820,"Redding, CA Metro Area",68165,4304,20712,26520,11648,4981,2012
3189,310M200US39820,39820,"Redding, CA Metro Area",69729,4420,25534,23553,11879,4343,2013
3570,310M200US39820,39820,"Redding, CA Metro Area",68542,4981,23292,25486,9768,5015,2014
3951,310M200US39820,39820,"Redding, CA Metro Area",69799,5343,24326,25255,10216,4659,2015
4333,310M300US39820,39820,"Redding, CA Metro Area",72095,4043,22386,28600,12089,4977,2016
4715,310M300US39820,39820,"Redding, CA Metro Area",71968,5943,21295,26140,12444,6146,2017
3190,310M200US39900,39900,"Reno, NV Metro Area",166432,11998,60068,58094,26338,9934,2013
3571,310M200US39900,39900,"Reno, NV Metro Area",168863,12596,55656,61798,26060,12753,2014
3952,310M200US39900,39900,"Reno, NV Metro Area",174571,12962,58062,64630,26842,12075,2015
4334,310M300US39900,39900,"Reno, NV Metro Area",176627,14785,54842,61050,30385,15565,2016
4716,310M300US39900,39900,"Reno, NV Metro Area",182846,10525,58709,68983,30588,14041,2017
269,3100000US39900,39900,"Reno-Sparks, NV Metro Area",154704,11319,53021,57752,21617,10995,2005
628,3100000US39900,39900,"Reno-Sparks, NV Metro Area",157618,12225,49897,58967,24414,12115,2006
989,3100000US39900,39900,"Reno-Sparks, NV Metro Area",158395,9045,51820,60461,22789,14280,2007
1351,3100000US39900,39900,"Reno-Sparks, NV Metro Area",157204,9891,50640,61039,24471,11163,2008
1717,3100000US39900,39900,"Reno-Sparks, NV Metro Area",159496,13126,47801,62168,24009,12392,2009
2083,310M100US39900,39900,"Reno-Sparks, NV Metro Area",164809,14239,51887,65713,21878,11092,2010
2449,310M100US39900,39900,"Reno-Sparks, NV Metro Area",162548,12044,56329,64760,20814,8601,2011
2815,310M100US39900,39900,"Reno-Sparks, NV Metro Area",165964,15413,54450,59562,25057,11482,2012
270,3100000US40060,40060,"Richmond, VA Metro Area",454988,30809,137228,168480,80499,37972,2005
629,3100000US40060,40060,"Richmond, VA Metro Area",458695,32199,138434,164826,82593,40643,2006
990,3100000US40060,40060,"Richmond, VA Metro Area",469044,31803,140043,173338,80929,42931,2007
1352,3100000US40060,40060,"Richmond, VA Metro Area",467002,33547,137898,172098,83942,39517,2008
1718,3100000US40060,40060,"Richmond, VA Metro Area",468076,33770,141722,171343,84496,36745,2009
2084,310M100US40060,40060,"Richmond, VA Metro Area",475685,29243,148955,178209,79776,39502,2010
2450,310M100US40060,40060,"Richmond, VA Metro Area",474191,32344,152719,175774,78006,35348,2011
2816,310M100US40060,40060,"Richmond, VA Metro Area",476759,32814,148728,171569,84736,38912,2012
3191,310M200US40060,40060,"Richmond, VA Metro Area",467399,34781,147345,170112,78265,36896,2013
3572,310M200US40060,40060,"Richmond, VA Metro Area",474003,33268,148884,172302,82899,36650,2014
3953,310M200US40060,40060,"Richmond, VA Metro Area",483127,33469,152045,179930,79147,38536,2015
4335,310M300US40060,40060,"Richmond, VA Metro Area",486877,35608,144359,177771,85605,43534,2016
4717,310M300US40060,40060,"Richmond, VA Metro Area",481559,32697,145042,174972,83465,45383,2017
271,3100000US40140,40140,"Riverside-San Bernardino-Ontario, CA Metro Area",1211929,61184,358775,469872,211394,110704,2005
630,3100000US40140,40140,"Riverside-San Bernardino-Ontario, CA Metro Area",1235889,55169,362438,482225,221678,114379,2006
991,3100000US40140,40140,"Riverside-San Bernardino-Ontario, CA Metro Area",1242312,55376,354177,479947,233075,119737,2007
1353,3100000US40140,40140,"Riverside-San Bernardino-Ontario, CA Metro Area",1227804,65569,350159,481307,218323,112446,2008
1719,3100000US40140,40140,"Riverside-San Bernardino-Ontario, CA Metro Area",1241712,64031,364413,473481,222980,116807,2009
2085,310M100US40140,40140,"Riverside-San Bernardino-Ontario, CA Metro Area",1265050,65315,375967,483284,220331,120153,2010
2451,310M100US40140,40140,"Riverside-San Bernardino-Ontario, CA Metro Area",1294496,73119,391021,490031,224355,115970,2011
2817,310M100US40140,40140,"Riverside-San Bernardino-Ontario, CA Metro Area",1285948,70531,394324,497899,210079,113115,2012
3192,310M200US40140,40140,"Riverside-San Bernardino-Ontario, CA Metro Area",1297675,69492,401843,477549,225722,123069,2013
3573,310M200US40140,40140,"Riverside-San Bernardino-Ontario, CA Metro Area",1317650,70377,400230,504972,219309,122762,2014
3954,310M200US40140,40140,"Riverside-San Bernardino-Ontario, CA Metro Area",1343526,66901,397352,511340,230274,137659,2015
4336,310M300US40140,40140,"Riverside-San Bernardino-Ontario, CA Metro Area",1348213,62881,384762,503698,252199,144673,2016
4718,310M300US40140,40140,"Riverside-San Bernardino-Ontario, CA Metro Area",1344956,62080,373193,494175,260610,154898,2017
272,3100000US40220,40220,"Roanoke, VA Metro Area",120962,8669,36938,43224,21829,10302,2005
631,3100000US40220,40220,"Roanoke, VA Metro Area",122394,7076,38988,45884,20525,9921,2006
992,3100000US40220,40220,"Roanoke, VA Metro Area",127562,8183,38361,46405,23311,11302,2007
1354,3100000US40220,40220,"Roanoke, VA Metro Area",127825,10782,37975,47152,22484,9432,2008
1720,3100000US40220,40220,"Roanoke, VA Metro Area",124873,9206,38993,45262,21958,9454,2009
2086,310M100US40220,40220,"Roanoke, VA Metro Area",129280,8802,43180,45321,22486,9491,2010
2452,310M100US40220,40220,"Roanoke, VA Metro Area",124612,8641,36411,45100,23272,11188,2011
2818,310M100US40220,40220,"Roanoke, VA Metro Area",129023,10075,36935,47999,23547,10467,2012
3193,310M200US40220,40220,"Roanoke, VA Metro Area",128318,9841,43415,42342,22149,10571,2013
3574,310M200US40220,40220,"Roanoke, VA Metro Area",129528,10741,39846,44898,22309,11734,2014
3955,310M200US40220,40220,"Roanoke, VA Metro Area",127273,8122,41324,45754,21747,10326,2015
4337,310M300US40220,40220,"Roanoke, VA Metro Area",127319,8970,42334,42210,22146,11659,2016
4719,310M300US40220,40220,"Roanoke, VA Metro Area",130863,11674,36243,47287,23875,11784,2017
273,3100000US40340,40340,"Rochester, MN Metro Area",68992,3210,20831,30005,10667,4279,2005
632,3100000US40340,40340,"Rochester, MN Metro Area",70613,3487,19547,31031,12251,4297,2006
993,3100000US40340,40340,"Rochester, MN Metro Area",71828,4495,22116,29206,11372,4639,2007
1355,3100000US40340,40340,"Rochester, MN Metro Area",71851,3585,21474,31208,11099,4485,2008
1721,3100000US40340,40340,"Rochester, MN Metro Area",72201,3505,21647,31636,10815,4598,2009
2087,310M100US40340,40340,"Rochester, MN Metro Area",72998,3837,22368,31008,11375,4410,2010
2453,310M100US40340,40340,"Rochester, MN Metro Area",73410,3947,21687,31477,11487,4812,2011
2819,310M100US40340,40340,"Rochester, MN Metro Area",73900,4345,21146,30505,12477,5427,2012
3194,310M200US40340,40340,"Rochester, MN Metro Area",82956,4820,24382,35124,12709,5921,2013
3575,310M200US40340,40340,"Rochester, MN Metro Area",83812,5160,24092,34010,14447,6103,2014
3956,310M200US40340,40340,"Rochester, MN Metro Area",83418,4820,25601,34022,13186,5789,2015
4338,310M300US40340,40340,"Rochester, MN Metro Area",85948,5623,23036,36606,14683,6000,2016
4720,310M300US40340,40340,"Rochester, MN Metro Area",85994,4428,26338,33983,15524,5721,2017
274,3100000US40380,40380,"Rochester, NY Metro Area",402660,35458,135925,162267,50410,18600,2005
633,3100000US40380,40380,"Rochester, NY Metro Area",397836,35999,136180,159785,49215,16657,2006
994,3100000US40380,40380,"Rochester, NY Metro Area",399705,37329,132954,159751,50808,18863,2007
1356,3100000US40380,40380,"Rochester, NY Metro Area",398469,39281,134480,158401,49442,16865,2008
1722,3100000US40380,40380,"Rochester, NY Metro Area",405429,39042,143899,153685,50517,18286,2009
2088,310M100US40380,40380,"Rochester, NY Metro Area",414096,42027,145376,161013,47902,17778,2010
2454,310M100US40380,40380,"Rochester, NY Metro Area",418779,41894,151021,161668,46255,17941,2011
2820,310M100US40380,40380,"Rochester, NY Metro Area",419798,44770,150780,160407,47633,16208,2012
3195,310M200US40380,40380,"Rochester, NY Metro Area",425603,45165,156867,157202,48752,17617,2013
3576,310M200US40380,40380,"Rochester, NY Metro Area",428750,44083,162256,159930,45118,17363,2014
3957,310M200US40380,40380,"Rochester, NY Metro Area",427520,45874,150903,161654,50315,18774,2015
4339,310M300US40380,40380,"Rochester, NY Metro Area",430873,44809,151918,165605,48249,20292,2016
4721,310M300US40380,40380,"Rochester, NY Metro Area",433400,43297,149597,165607,50772,24127,2017
275,3100000US40420,40420,"Rockford, IL Metro Area",126138,9513,41267,51213,17697,6448,2005
634,3100000US40420,40420,"Rockford, IL Metro Area",125340,8909,41032,50327,17740,7332,2006
995,3100000US40420,40420,"Rockford, IL Metro Area",129361,9144,43040,49098,20363,7716,2007
1357,3100000US40420,40420,"Rockford, IL Metro Area",127576,8565,41263,52810,19367,5571,2008
1723,3100000US40420,40420,"Rockford, IL Metro Area",132323,10804,44588,51303,18216,7412,2009
2089,310M100US40420,40420,"Rockford, IL Metro Area",129937,9912,45064,49396,17265,8300,2010
2455,310M100US40420,40420,"Rockford, IL Metro Area",129301,9830,42702,54155,16991,5623,2011
2821,310M100US40420,40420,"Rockford, IL Metro Area",130401,10110,43375,52502,17836,6578,2012
3196,310M200US40420,40420,"Rockford, IL Metro Area",131292,9678,44507,50649,18363,8095,2013
3577,310M200US40420,40420,"Rockford, IL Metro Area",133136,11036,47587,47091,19241,8181,2014
3958,310M200US40420,40420,"Rockford, IL Metro Area",132190,10393,47887,48469,17814,7627,2015
4340,310M300US40420,40420,"Rockford, IL Metro Area",133670,10630,45207,53633,18237,5963,2016
4722,310M300US40420,40420,"Rockford, IL Metro Area",132479,10636,42572,51982,17812,9477,2017
276,3100000US40580,40580,"Rocky Mount, NC Metro Area",56821,5617,20727,18084,9282,3111,2005
635,3100000US40580,40580,"Rocky Mount, NC Metro Area",56322,5283,19808,16813,9699,4719,2006
996,3100000US40580,40580,"Rocky Mount, NC Metro Area",58577,4896,18810,19576,11123,4172,2007
1358,3100000US40580,40580,"Rocky Mount, NC Metro Area",59421,6391,15844,22241,10694,4251,2008
1724,3100000US40580,40580,"Rocky Mount, NC Metro Area",60465,7797,19999,19630,8366,4673,2009
2090,310M100US40580,40580,"Rocky Mount, NC Metro Area",59832,5703,18728,20756,10266,4379,2010
2456,310M100US40580,40580,"Rocky Mount, NC Metro Area",57369,4740,17824,21414,8874,4517,2011
2822,310M100US40580,40580,"Rocky Mount, NC Metro Area",55868,5312,18580,19100,9153,3723,2012
3197,310M200US40580,40580,"Rocky Mount, NC Metro Area",58462,5190,21005,17843,9373,5051,2013
3578,310M200US40580,40580,"Rocky Mount, NC Metro Area",58714,5617,18960,18963,8944,6230,2014
3959,310M200US40580,40580,"Rocky Mount, NC Metro Area",57450,6910,18326,18482,9039,4693,2015
4341,310M300US40580,40580,"Rocky Mount, NC Metro Area",56153,5385,18079,17496,10015,5178,2016
4723,310M300US40580,40580,"Rocky Mount, NC Metro Area",57083,4944,18538,19887,8298,5416,2017
277,3100000US40660,40660,"Rome, GA Metro Area",35445,3459,10602,14040,5554,1790,2005
636,3100000US40660,40660,"Rome, GA Metro Area",34763,3098,10320,13810,4159,3376,2006
997,3100000US40660,40660,"Rome, GA Metro Area",33472,2460,10509,13106,5024,2373,2007
1359,3100000US40660,40660,"Rome, GA Metro Area",35247,2840,11966,12670,4982,2789,2008
1725,3100000US40660,40660,"Rome, GA Metro Area",34566,2599,11070,12958,5320,2619,2009
2091,310M100US40660,40660,"Rome, GA Metro Area",35634,2735,11139,13112,6417,2231,2010
2457,310M100US40660,40660,"Rome, GA Metro Area",34919,2790,11607,13124,5689,1709,2011
2823,310M100US40660,40660,"Rome, GA Metro Area",34373,2919,11442,12379,5530,2103,2012
3198,310M200US40660,40660,"Rome, GA Metro Area",33099,2470,12112,10895,4989,2633,2013
3579,310M200US40660,40660,"Rome, GA Metro Area",36177,3316,11634,12785,5177,3265,2014
3960,310M200US40660,40660,"Rome, GA Metro Area",34931,2290,12966,11979,5270,2426,2015
4342,310M300US40660,40660,"Rome, GA Metro Area",35411,3131,10685,12891,5696,3008,2016
4724,310M300US40660,40660,"Rome, GA Metro Area",36927,3522,11122,13223,5880,3180,2017
278,3100000US40900,40900,"Sacramento--Arden-Arcade--Roseville, CA Metro Area",745740,44914,242156,293894,113655,51121,2005
637,3100000US40900,40900,"Sacramento--Arden-Arcade--Roseville, CA Metro Area",753246,47769,228526,306443,119619,50889,2006
998,3100000US40900,40900,"Sacramento--Arden-Arcade--Roseville, CA Metro Area",766216,43751,253137,295223,123075,51030,2007
1360,3100000US40900,40900,"Sacramento--Arden-Arcade--Roseville, CA Metro Area",764628,47135,237163,309723,114730,55877,2008
1726,3100000US40900,40900,"Sacramento--Arden-Arcade--Roseville, CA Metro Area",766713,49871,251379,294273,119939,51251,2009
2092,310M100US40900,40900,"Sacramento--Arden-Arcade--Roseville, CA Metro Area",781425,50544,267539,293365,118629,51348,2010
2458,310M100US40900,40900,"Sacramento--Arden-Arcade--Roseville, CA Metro Area",782019,55586,265253,295451,113759,51970,2011
2824,310M100US40900,40900,"Sacramento--Arden-Arcade--Roseville, CA Metro Area",786864,53513,262443,297391,120510,53007,2012
3199,310M200US40900,40900,"Sacramento--Roseville--Arden-Arcade, CA Metro Area",792639,57286,263514,297938,120373,53528,2013
3580,310M200US40900,40900,"Sacramento--Roseville--Arden-Arcade, CA Metro Area",797624,54637,260628,308835,117904,55620,2014
3961,310M200US40900,40900,"Sacramento--Roseville--Arden-Arcade, CA Metro Area",809295,54405,266157,307724,124293,56716,2015
4343,310M300US40900,40900,"Sacramento--Roseville--Arden-Arcade, CA Metro Area",816902,50950,261448,315917,128358,60229,2016
4725,310M300US40900,40900,"Sacramento--Roseville--Arden-Arcade, CA Metro Area",829772,50427,253659,320357,138932,66397,2017
3200,310M200US40980,40980,"Saginaw, MI Metro Area",77518,7646,28001,27606,9940,4325,2013
3581,310M200US40980,40980,"Saginaw, MI Metro Area",78000,7578,26222,30709,9557,3934,2014
3962,310M200US40980,40980,"Saginaw, MI Metro Area",77211,7393,28542,26235,10959,4082,2015
4344,310M300US40980,40980,"Saginaw, MI Metro Area",78494,6397,26377,30379,9977,5364,2016
4726,310M300US40980,40980,"Saginaw, MI Metro Area",80958,7348,27612,30480,10313,5205,2017
279,3100000US40980,40980,"Saginaw-Saginaw Township North, MI Metro Area",78879,6380,25163,30710,10677,5949,2005
638,3100000US40980,40980,"Saginaw-Saginaw Township North, MI Metro Area",77391,6481,27136,30905,8829,4040,2006
999,3100000US40980,40980,"Saginaw-Saginaw Township North, MI Metro Area",76003,5822,26388,28484,10517,4792,2007
1361,3100000US40980,40980,"Saginaw-Saginaw Township North, MI Metro Area",78521,5296,28896,30705,9859,3765,2008
1727,3100000US40980,40980,"Saginaw-Saginaw Township North, MI Metro Area",78862,7082,27303,29778,10559,4140,2009
2093,310M100US40980,40980,"Saginaw-Saginaw Township North, MI Metro Area",75609,5956,27395,28589,9707,3962,2010
2459,310M100US40980,40980,"Saginaw-Saginaw Township North, MI Metro Area",76342,6154,27495,27904,9893,4896,2011
2825,310M100US40980,40980,"Saginaw-Saginaw Township North, MI Metro Area",78010,6440,27724,28996,10721,4129,2012
284,3100000US41420,41420,"Salem, OR Metro Area",133824,6321,44316,55157,19477,8553,2005
643,3100000US41420,41420,"Salem, OR Metro Area",135614,8485,42331,54058,22630,8110,2006
1004,3100000US41420,41420,"Salem, OR Metro Area",138677,8464,46937,53224,20335,9717,2007
1366,3100000US41420,41420,"Salem, OR Metro Area",138343,9932,40957,54520,22192,10742,2008
1732,3100000US41420,41420,"Salem, OR Metro Area",137767,8519,46791,49571,21513,11373,2009
2098,310M100US41420,41420,"Salem, OR Metro Area",143114,9543,45279,54868,23158,10266,2010
2464,310M100US41420,41420,"Salem, OR Metro Area",139316,9674,47230,52963,20873,8576,2011
2830,310M100US41420,41420,"Salem, OR Metro Area",142746,11660,42129,57722,21017,10218,2012
3205,310M200US41420,41420,"Salem, OR Metro Area",142174,10051,46733,54657,20534,10199,2013
3586,310M200US41420,41420,"Salem, OR Metro Area",141971,10397,44399,55904,21242,10029,2014
3967,310M200US41420,41420,"Salem, OR Metro Area",144600,8985,44522,55778,24063,11252,2015
4349,310M300US41420,41420,"Salem, OR Metro Area",146078,7479,46704,59720,20601,11574,2016
4731,310M300US41420,41420,"Salem, OR Metro Area",144978,8096,44511,56370,22634,13367,2017
285,3100000US41500,41500,"Salinas, CA Metro Area",123630,8998,34171,48812,21835,9814,2005
644,3100000US41500,41500,"Salinas, CA Metro Area",123600,8388,37034,45312,22219,10647,2006
1005,3100000US41500,41500,"Salinas, CA Metro Area",126010,7897,40373,47066,19398,11276,2007
1367,3100000US41500,41500,"Salinas, CA Metro Area",126066,7753,41957,44765,21530,10061,2008
1733,3100000US41500,41500,"Salinas, CA Metro Area",128025,7027,39740,48202,21206,11850,2009
2099,310M100US41500,41500,"Salinas, CA Metro Area",125446,7827,39399,47491,19521,11208,2010
2465,310M100US41500,41500,"Salinas, CA Metro Area",123757,7660,37614,49427,19347,9709,2011
2831,310M100US41500,41500,"Salinas, CA Metro Area",124171,6275,39881,47735,20218,10062,2012
3206,310M200US41500,41500,"Salinas, CA Metro Area",125553,5678,40349,47206,20811,11509,2013
3587,310M200US41500,41500,"Salinas, CA Metro Area",123920,5888,39675,47998,20745,9614,2014
3968,310M200US41500,41500,"Salinas, CA Metro Area",126904,6290,38557,46225,23585,12247,2015
4350,310M300US41500,41500,"Salinas, CA Metro Area",125740,6277,36346,46789,23144,13184,2016
4732,310M300US41500,41500,"Salinas, CA Metro Area",125518,4817,33932,46196,25029,15544,2017
286,3100000US41540,41540,"Salisbury, MD Metro Area",43569,3226,15206,15272,6812,3053,2005
645,3100000US41540,41540,"Salisbury, MD Metro Area",42743,3833,14278,14902,6911,2819,2006
1006,3100000US41540,41540,"Salisbury, MD Metro Area",44887,4059,14401,14731,7153,4543,2007
1368,3100000US41540,41540,"Salisbury, MD Metro Area",45521,4061,14188,16734,7400,3138,2008
1734,3100000US41540,41540,"Salisbury, MD Metro Area",44666,3853,14220,15674,7109,3810,2009
2100,310M100US41540,41540,"Salisbury, MD Metro Area",43998,2966,14601,17805,5805,2821,2010
